EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
2.009.702.121,3,2008,46460,MAIN
2.009.702.121,3,2008,4646001,MAIN
2.009.702.121,3,2008,4675201,MAIN
2.009.702.121,3,2008,7112107,MAIN
2.010.007.076,3,2003,9301101,MAIN
2.010.007.076,3,2008,9601101,MAIN
2.010.222.159,3,2003,45111,MAIN
2.010.222.159,3,2003,4520002,MAIN
2.010.222.159,3,2003,4522002,MAIN
2.010.222.159,3,2003,4525010,MAIN
2.010.222.159,3,2003,4532001,MAIN
2.010.222.159,3,2003,4545002,MAIN
2.010.222.159,3,2003,4545003,MAIN
2.010.222.159,3,2003,4545004,MAIN
2.010.222.159,3,2008,2511001,MAIN
2.010.222.159,3,2008,2511003,MAIN
2.010.222.159,3,2008,3312011,MAIN
2.010.222.159,3,2008,4120122,MAIN
2.010.222.159,3,2008,4211001,MAIN
2.010.222.159,3,2008,43110,MAIN
2.010.222.159,3,2008,4329101,MAIN
2.010.222.159,3,2008,4339001,MAIN
2.010.222.159,3,2008,4339002,MAIN
2.010.222.159,3,2008,4391002,MAIN
2.010.222.159,3,2008,4399201,MAIN
2.010.222.159,3,2008,4399402,MAIN
2.010.222.159,3,2008,4399906,MAIN
2.010.222.159,3,2008,8122003,MAIN
2.010.325.691,3,2003,112302,MAIN
2.010.325.691,3,2003,4525010,MAIN
2.010.325.691,3,2003,4545003,MAIN
2.010.325.691,3,2008,130902,MAIN
2.010.325.691,3,2008,4339001,MAIN
2.010.325.691,3,2008,4399906,MAIN
2.010.416.852,3,2003,6601301,MAIN
2.010.416.852,3,2008,6511201,MAIN
2.010.417.644,6,2008,52241,MAIN
2.010.417.644,3,2003,5151001,MAIN
2.010.417.644,3,2003,5151003,MAIN
2.010.417.644,3,2008,4671001,MAIN
2.010.417.644,3,2008,4671002,MAIN
2.010.461.194,3,2003,5530101,MAIN
2.010.461.194,3,2008,5610101,MAIN
2.010.461.392,6,2008,56101,MAIN
2.010.461.392,3,2003,5530101,MAIN
2.010.461.392,3,2008,5610101,MAIN
2.010.500.390,3,2003,5250101,MAIN
2.010.500.390,3,2008,4779101,MAIN
2.010.537.113,3,2003,6601301,MAIN
2.010.537.113,3,2008,6511201,MAIN
2.010.599.667,3,2003,4531006,MAIN
2.010.599.667,3,2003,5244201,MAIN
2.010.599.667,3,2003,52450,MAIN
2.010.599.667,3,2003,5245002,MAIN
2.010.599.667,3,2008,63990,MAIN
2.010.599.667,3,2008,6420011,MAIN
2.010.599.667,3,2008,6420012,MAIN
2.010.599.667,3,2008,6920201,MAIN
2.010.599.667,3,2008,7021001,MAIN
2.010.599.667,3,2008,7021002,MAIN
2.010.599.667,3,2008,7022001,MAIN
2.010.599.667,3,2008,71121,MAIN
2.010.599.667,3,2008,82110,MAIN
2.010.599.667,3,2008,8219001,MAIN
2.010.599.667,3,2008,82990,MAIN
2.010.779.613,3,2003,63210,MAIN
2.010.779.613,3,2008,52210,MAIN
2.010.864.735,3,2003,63401,MAIN
2.010.864.735,3,2003,70120,MAIN
2.010.864.735,3,2003,70201,MAIN
2.010.864.735,3,2003,70203,MAIN
2.010.864.735,3,2003,70321,MAIN
2.010.864.735,3,2003,63111,SECO
2.010.864.735,3,2003,63112,SECO
2.010.864.735,3,2003,63121,SECO
2.010.864.735,3,2003,63210,SECO
2.010.864.735,3,2003,63220,SECO
2.010.864.735,3,2008,52290,MAIN
2.010.864.735,3,2008,68100,MAIN
2.010.864.735,3,2008,68201,MAIN
2.010.864.735,3,2008,68203,MAIN
2.010.864.735,3,2008,81100,MAIN
2.010.864.735,3,2008,52100,SECO
2.010.864.735,3,2008,52210,SECO
2.010.864.735,3,2008,52220,SECO
2.010.864.735,3,2008,52241,SECO
2.010.864.735,3,2008,52249,SECO
2.010.864.933,3,2003,511,MAIN
2.010.864.933,3,2003,6523,MAIN
2.010.864.933,3,2003,7031,MAIN
2.011.029.536,6,2008,47782,MAIN
2.011.029.536,3,2003,5248501,MAIN
2.011.029.536,3,2008,4778201,MAIN
2.011.046.659,6,2008,81100,MAIN
2.011.046.659,3,2003,3110001,MAIN
2.011.046.659,3,2003,3162101,MAIN
2.011.046.659,3,2003,3210007,MAIN
2.011.046.659,3,2003,52720,MAIN
2.011.046.659,3,2003,70201,MAIN
2.011.046.659,3,2003,7414101,MAIN
2.011.046.659,3,2003,7414201,MAIN
2.011.046.659,3,2003,7414203,MAIN
2.011.046.659,3,2003,7415101,MAIN
2.011.046.659,3,2003,7483503,MAIN
2.011.046.659,3,2008,2611002,MAIN
2.011.046.659,3,2008,2711001,MAIN
2.011.046.659,3,2008,2790011,MAIN
2.011.046.659,3,2008,6420011,MAIN
2.011.046.659,3,2008,68201,MAIN
2.011.046.659,3,2008,7021001,MAIN
2.011.046.659,3,2008,7022001,MAIN
2.011.046.659,3,2008,7022003,MAIN
2.011.046.659,3,2008,82110,MAIN
2.011.046.659,3,2008,95210,MAIN
2.011.046.659,6,2003,72220,MAIN
2.011.095.159,3,2003,7031,MAIN
2.011.117.529,3,2003,6523,MAIN
2.011.117.529,3,2003,70201,MAIN
2.011.117.529,3,2003,7412401,MAIN
2.011.117.529,3,2008,68201,MAIN
2.011.117.529,3,2008,6920101,MAIN
2.011.158.507,3,2003,7440101,MAIN
2.011.158.507,3,2003,9252003,MAIN
2.011.158.507,3,2008,7311001,MAIN
2.011.158.507,3,2008,9102001,MAIN
2.011.240.857,3,2003,7031,MAIN
2.011.401.304,3,2003,5250,MAIN
2.011.444.755,3,2003,6523,MAIN
2.011.510.774,3,2003,50301,MAIN
2.011.510.774,3,2003,5141003,MAIN
2.011.510.774,3,2003,5147101,MAIN
2.011.510.774,3,2003,51476,MAIN
2.011.510.774,3,2003,51478,MAIN
2.011.510.774,3,2008,45310,MAIN
2.011.510.774,3,2008,46120,MAIN
2.011.510.774,3,2008,46150,MAIN
2.011.510.774,3,2008,4641201,MAIN
2.011.510.774,3,2008,4649411,MAIN
2.011.510.774,3,2008,46496,MAIN
2.011.510.774,3,2008,46497,MAIN
2.011.510.774,3,2008,46499,MAIN
2.011.510.774,3,2008,59113,MAIN
2.011.510.774,3,2008,59201,MAIN
2.011.510.774,3,2008,59203,MAIN
2.011.510.774,3,2008,77399,MAIN
2.011.510.774,3,2008,90011,MAIN
2.011.510.774,3,2008,9329901,MAIN
2.011.541.161,6,2008,56301,MAIN
2.011.541.161,3,2003,1513103,MAIN
2.011.541.161,3,2003,5530101,MAIN
2.011.541.161,3,2003,5530105,MAIN
2.011.541.161,3,2008,1085001,MAIN
2.011.541.161,3,2008,5610101,MAIN
2.011.541.161,3,2008,5610105,MAIN
2.011.541.161,6,2003,55401,MAIN
2.011.576.991,6,2008,81100,MAIN
2.011.576.991,3,2003,70201,MAIN
2.011.576.991,3,2003,7412401,MAIN
2.011.576.991,3,2008,68201,MAIN
2.011.576.991,3,2008,6920101,MAIN
2.011.620.939,3,2003,511,MAIN
2.011.620.939,3,2003,5170001,MAIN
2.011.620.939,3,2008,46900,MAIN
2.011.621.632,3,2008,55204,MAIN
2.011.680.624,6,2008,47410,MAIN
2.011.680.624,3,2003,52432,MAIN
2.011.680.624,3,2003,5244205,MAIN
2.011.680.624,3,2003,52470,MAIN
2.011.680.624,3,2003,52489,MAIN
2.011.680.624,3,2008,4759902,MAIN
2.011.680.624,3,2008,47620,MAIN
2.011.680.624,3,2008,47650,MAIN
2.011.680.624,3,2008,47722,MAIN
2.011.730.411,6,2008,52290,MAIN
2.011.730.411,3,2003,61100,MAIN
2.011.730.411,3,2008,50200,MAIN
2.011.913.523,3,2003,6720,MAIN
2.012.106.038,3,2003,5147301,MAIN
2.012.106.038,3,2008,46190,MAIN
2.012.106.038,3,2008,47511,MAIN
2.012.106.038,3,2008,47512,MAIN
2.012.106.038,3,2008,47530,MAIN
2.012.106.038,3,2008,47591,MAIN
2.012.106.038,3,2008,4759201,MAIN
2.012.106.038,3,2008,4759901,MAIN
2.012.106.038,3,2008,4759902,MAIN
2.012.106.038,3,2008,47716,MAIN
2.012.106.038,3,2008,4772201,MAIN
2.012.106.038,3,2008,47770,MAIN
2.012.282.420,3,2003,2851005,MAIN
2.012.282.420,3,2008,2561005,MAIN
2.012.282.420,6,2003,28510,MAIN
2.012.406.540,6,2008,50200,MAIN
2.012.406.540,3,2003,511,MAIN
2.012.406.540,3,2003,5151003,MAIN
2.012.406.540,3,2003,631,MAIN
2.012.406.540,3,2003,74131,MAIN
2.012.406.540,3,2008,4671002,MAIN
2.012.406.540,3,2008,73200,MAIN
2.012.406.540,6,2003,63403,MAIN
2.012.428.712,6,2008,43999,MAIN
2.012.428.712,3,2003,70201,MAIN
2.012.428.712,3,2008,68201,MAIN
2.012.434.452,3,2003,51475,MAIN
2.012.434.452,3,2003,5147802,MAIN
2.012.434.452,3,2003,5170001,MAIN
2.012.434.452,3,2003,5244204,MAIN
2.012.434.452,3,2008,46492,MAIN
2.012.434.452,3,2008,4649902,MAIN
2.012.434.452,3,2008,46900,MAIN
2.012.434.452,3,2008,4759901,MAIN
2.012.446.033,3,2003,9213001,MAIN
2.012.446.033,3,2008,5914001,MAIN
2.012.451.080,6,2008,47512,MAIN
2.012.451.080,3,2003,5141003,MAIN
2.012.451.080,3,2003,5244103,MAIN
2.012.451.080,3,2003,5249801,MAIN
2.012.451.080,3,2003,52501,MAIN
2.012.451.080,3,2003,7415101,MAIN
2.012.451.080,3,2008,4641201,MAIN
2.012.451.080,3,2008,4759103,MAIN
2.012.451.080,3,2008,4778701,MAIN
2.012.451.080,3,2008,47791,MAIN
2.012.451.080,3,2008,4779102,MAIN
2.012.451.080,3,2008,6420011,MAIN
2.012.488.890,3,2003,5250101,MAIN
2.012.488.890,3,2008,4779101,MAIN
2.012.675.071,6,2008,47640,MAIN
2.012.675.071,3,2003,52482,MAIN
2.012.675.071,3,2008,47640,MAIN
2.012.675.071,6,2003,52482,MAIN
2.012.690.018,3,2003,112302,MAIN
2.012.690.018,3,2003,4511201,MAIN
2.012.690.018,3,2003,4521402,MAIN
2.012.690.018,3,2008,130902,MAIN
2.012.690.018,3,2008,4213002,MAIN
2.012.690.018,3,2008,4312001,MAIN
2.012.708.131,3,2003,5241003,MAIN
2.012.708.131,3,2008,4751302,MAIN
2.012.775.734,3,2003,7031,MAIN
2.013.131.466,3,2003,5530203,MAIN
2.013.131.466,3,2008,5610203,MAIN
2.013.156.806,6,2008,47112,MAIN
2.013.156.806,3,2003,5211201,MAIN
2.013.156.806,3,2003,52240,MAIN
2.013.156.806,3,2003,5244202,MAIN
2.013.156.806,3,2003,5530203,MAIN
2.013.156.806,3,2008,4711201,MAIN
2.013.156.806,3,2008,47241,MAIN
2.013.156.806,3,2008,4759301,MAIN
2.013.156.806,3,2008,5610203,MAIN
2.013.156.806,6,2003,52112,MAIN
2.013.163.239,3,2003,6311,MAIN
2.013.163.239,3,2003,6311101,MAIN
2.013.163.239,3,2003,63401,MAIN
2.013.163.239,3,2003,70120,MAIN
2.013.163.239,3,2003,70201,MAIN
2.013.163.239,3,2003,70203,MAIN
2.013.163.239,3,2003,7031,MAIN
2.013.163.239,3,2003,70321,MAIN
2.013.163.239,3,2003,63111,SECO
2.013.163.239,3,2003,63112,SECO
2.013.163.239,3,2003,63121,SECO
2.013.163.239,3,2003,63210,SECO
2.013.163.239,3,2003,63220,SECO
2.013.163.239,3,2008,5224101,MAIN
2.013.163.239,3,2008,52290,MAIN
2.013.163.239,3,2008,68100,MAIN
2.013.163.239,3,2008,68201,MAIN
2.013.163.239,3,2008,68203,MAIN
2.013.163.239,3,2008,81100,MAIN
2.013.163.239,3,2008,52100,SECO
2.013.163.239,3,2008,52210,SECO
2.013.163.239,3,2008,52220,SECO
2.013.163.239,3,2008,52241,SECO
2.013.163.239,3,2008,52249,SECO
2.013.196.297,3,2003,7031,MAIN
2.013.223.122,3,2003,51472,MAIN
2.013.223.122,3,2003,51474,MAIN
2.013.223.122,3,2003,5147801,MAIN
2.013.223.122,3,2003,5147803,MAIN
2.013.223.122,3,2008,46480,MAIN
2.013.223.122,3,2008,46491,MAIN
2.013.223.122,3,2008,4649901,MAIN
2.013.223.122,3,2008,4649903,MAIN
2.013.290.923,3,2003,5241003,MAIN
2.013.290.923,3,2008,4751302,MAIN
2.013.301.712,6,2008,71121,MAIN
2.013.301.712,3,2003,36221,MAIN
2.013.301.712,3,2003,51561,MAIN
2.013.301.712,3,2008,6420011,MAIN
2.013.301.712,3,2008,7022001,MAIN
2.013.301.712,3,2008,7022002,MAIN
2.013.301.712,3,2008,7111101,MAIN
2.013.301.712,3,2008,7111102,MAIN
2.013.301.712,3,2008,7111103,MAIN
2.013.301.712,3,2008,71121,MAIN
2.013.301.712,3,2008,7320001,MAIN
2.013.301.712,3,2008,82990,MAIN
2.013.318.934,3,2003,29510,MAIN
2.013.318.934,3,2003,29520,MAIN
2.013.318.934,3,2003,29530,MAIN
2.013.318.934,3,2003,5147803,MAIN
2.013.318.934,3,2003,52498,MAIN
2.013.318.934,3,2008,28910,MAIN
2.013.318.934,3,2008,28920,MAIN
2.013.318.934,3,2008,28930,MAIN
2.013.318.934,3,2008,4649903,MAIN
2.013.318.934,3,2008,47789,MAIN
2.013.318.934,3,2008,82990,MAIN
2.013.333.681,3,2003,511,MAIN
2.013.333.681,3,2003,7412401,MAIN
2.013.333.681,3,2003,7440101,MAIN
2.013.333.681,3,2008,6920101,MAIN
2.013.333.681,3,2008,7311001,MAIN
2.013.530.255,3,2003,74874,MAIN
2.013.530.255,3,2008,71112,MAIN
2.013.554.506,6,2008,56101,MAIN
2.013.554.506,3,2003,5530101,MAIN
2.013.554.506,3,2008,70210,MAIN
2.013.554.506,3,2008,70220,MAIN
2.013.554.506,3,2008,82990,MAIN
2.013.636.361,3,2003,5030201,MAIN
2.013.636.361,3,2008,4532001,MAIN
2.013.732.272,6,2008,46751,MAIN
2.013.732.272,3,2003,5147,MAIN
2.013.732.272,3,2003,5151001,MAIN
2.013.732.272,3,2003,5151003,MAIN
2.013.732.272,3,2003,5155002,MAIN
2.013.732.272,3,2008,4671001,MAIN
2.013.732.272,3,2008,4671002,MAIN
2.013.732.272,3,2008,4675201,MAIN
2.013.741.675,6,2008,52210,MAIN
2.013.741.675,3,2003,63210,MAIN
2.013.741.675,3,2008,52210,MAIN
2.013.813.139,3,2003,1513103,MAIN
2.013.813.139,3,2003,5530101,MAIN
2.013.813.139,3,2003,5530203,MAIN
2.013.813.139,3,2008,1085001,MAIN
2.013.813.139,3,2008,5610101,MAIN
2.013.813.139,3,2008,5610203,MAIN
2.013.892.125,3,2003,70120,MAIN
2.013.892.125,3,2003,70201,MAIN
2.013.892.125,3,2003,70203,MAIN
2.013.892.125,3,2008,68100,MAIN
2.013.892.125,3,2008,68201,MAIN
2.013.892.125,3,2008,68203,MAIN
2.013.904.397,3,2003,221,MAIN
2.013.905.684,6,2008,46431,MAIN
2.013.905.684,3,2003,51651,MAIN
2.013.905.684,3,2003,5165203,MAIN
2.013.905.684,3,2008,46693,MAIN
2.013.905.684,3,2008,46696,MAIN
2.013.907.961,6,2008,72110,MAIN
2.013.907.961,3,2003,20101,MAIN
2.013.907.961,3,2008,58290,MAIN
2.013.907.961,3,2008,62010,MAIN
2.013.907.961,3,2008,6202001,MAIN
2.013.907.961,3,2008,62030,MAIN
2.013.907.961,3,2008,62090,MAIN
2.013.907.961,3,2008,63110,MAIN
2.013.907.961,3,2008,63120,MAIN
2.013.907.961,3,2008,63990,MAIN
2.013.907.961,3,2008,71209,MAIN
2.013.907.961,3,2008,72110,MAIN
2.013.907.961,3,2008,74909,MAIN
2.013.907.961,3,2008,77400,MAIN
2.013.907.961,3,2008,86901,MAIN
2.013.966.359,3,2003,5232002,MAIN
2.013.966.359,3,2003,5244205,MAIN
2.013.966.359,3,2003,52489,MAIN
2.013.966.359,3,2008,4759902,MAIN
2.013.966.359,3,2008,47650,MAIN
2.013.966.359,3,2008,4774002,MAIN
2.013.992.588,3,2003,5250101,MAIN
2.013.992.588,3,2008,4779101,MAIN
2.013.999.320,6,2008,55100,MAIN
2.013.999.320,3,2003,5530202,MAIN
2.013.999.320,3,2003,5530203,MAIN
2.013.999.320,3,2008,5610202,MAIN
2.013.999.320,3,2008,5610203,MAIN
2.014.018.423,3,2003,5530105,MAIN
2.014.018.423,3,2008,5610105,MAIN
2.014.271.316,3,2003,5020002,MAIN
2.014.271.316,3,2003,52240,MAIN
2.014.271.316,3,2003,52260,MAIN
2.014.271.316,3,2003,52422,MAIN
2.014.271.316,3,2003,52425,MAIN
2.014.271.316,3,2008,45204,MAIN
2.014.271.316,3,2008,47241,MAIN
2.014.271.316,3,2008,47260,MAIN
2.014.271.316,3,2008,47712,MAIN
2.014.271.316,3,2008,47714,MAIN
2.014.306.750,3,2003,5147401,MAIN
2.014.306.750,3,2003,5156102,MAIN
2.014.306.750,3,2003,52484,MAIN
2.014.306.750,3,2008,46480,MAIN
2.014.306.750,3,2008,4676102,MAIN
2.014.306.750,3,2008,47770,MAIN
2.014.403.453,3,2003,5147803,MAIN
2.014.403.453,3,2008,4649903,MAIN
2.014.435.622,3,2003,70311,MAIN
2.014.435.622,3,2003,70312,SECO
2.014.435.622,3,2003,7032101,SECO
2.014.435.622,3,2003,7032102,SECO
2.014.435.622,3,2003,7032201,SECO
2.014.435.622,3,2003,7032202,SECO
2.014.435.622,3,2008,68311,MAIN
2.014.435.622,3,2008,68312,SECO
2.014.435.622,3,2008,6832101,SECO
2.014.435.622,3,2008,6832102,SECO
2.014.435.622,3,2008,6832201,SECO
2.014.435.622,3,2008,6832202,SECO
2.014.452.349,6,2008,68204,MAIN
2.014.452.349,3,2003,70201,MAIN
2.014.452.349,3,2008,68201,MAIN
2.014.481.449,3,2003,7031,MAIN
2.014.539.748,3,2003,3161005,MAIN
2.014.539.748,3,2003,50200,MAIN
2.014.539.748,3,2003,5020002,MAIN
2.014.539.748,3,2003,5040005,MAIN
2.014.539.748,3,2003,5040008,MAIN
2.014.539.748,3,2003,52492,MAIN
2.014.539.748,3,2008,45112,MAIN
2.014.539.748,3,2008,45113,MAIN
2.014.539.748,3,2008,45192,MAIN
2.014.539.748,3,2008,4519201,MAIN
2.014.539.748,3,2008,4519202,MAIN
2.014.539.748,3,2008,45193,MAIN
2.014.539.748,3,2008,4519301,MAIN
2.014.539.748,3,2008,4519302,MAIN
2.014.539.748,3,2008,45194,MAIN
2.014.539.748,3,2008,4519401,MAIN
2.014.539.748,3,2008,4519402,MAIN
2.014.539.748,3,2008,45201,MAIN
2.014.539.748,3,2008,45310,MAIN
2.014.539.748,3,2008,45401,MAIN
2.014.539.748,3,2008,46110,MAIN
2.014.539.748,3,2008,46140,MAIN
2.014.539.748,3,2008,46150,MAIN
2.014.539.748,3,2008,46160,MAIN
2.014.539.748,3,2008,46170,MAIN
2.014.539.748,3,2008,46180,MAIN
2.014.539.748,3,2008,46190,MAIN
2.014.539.748,3,2008,82990,MAIN
2.014.677.330,3,2003,5170001,MAIN
2.014.677.330,3,2003,6024103,MAIN
2.014.677.330,3,2003,6311101,MAIN
2.014.677.330,3,2003,6311102,MAIN
2.014.677.330,3,2008,46900,MAIN
2.014.677.330,3,2008,4942003,MAIN
2.014.677.330,3,2008,5224101,MAIN
2.014.677.330,3,2008,5224102,MAIN
2.014.717.813,3,2003,5141002,MAIN
2.014.717.813,3,2003,5141005,MAIN
2.014.717.813,3,2003,7134005,MAIN
2.014.717.813,3,2003,7210001,MAIN
2.014.717.813,3,2003,7220002,MAIN
2.014.717.813,3,2003,7250001,MAIN
2.014.717.813,3,2003,7260001,MAIN
2.014.717.813,3,2008,4641102,MAIN
2.014.717.813,3,2008,4641103,MAIN
2.014.717.813,3,2008,62010,MAIN
2.014.717.813,3,2008,6202001,MAIN
2.014.717.813,3,2008,62090,MAIN
2.014.717.813,3,2008,7739201,MAIN
2.014.717.813,3,2008,9511001,MAIN
2.014.759.284,3,2003,511,MAIN
2.014.759.284,3,2003,51421,MAIN
2.014.759.284,3,2003,5142103,MAIN
2.014.759.284,3,2003,5170001,MAIN
2.014.759.284,3,2008,46423,MAIN
2.014.759.284,3,2008,46424,MAIN
2.014.759.284,3,2008,46900,MAIN
2.014.895.381,3,2003,51340,MAIN
2.014.895.381,3,2003,52250,MAIN
2.014.895.381,3,2008,46349,MAIN
2.014.895.381,3,2008,47252,MAIN
2.014.938.240,3,2003,5250,MAIN
2.014.938.240,3,2003,5250101,MAIN
2.014.938.240,3,2003,52630,MAIN
2.014.938.240,3,2003,72,MAIN
2.014.938.240,3,2008,4779101,MAIN
2.014.938.240,3,2008,47990,MAIN
2.015.012.771,6,2008,96031,MAIN
2.015.012.771,3,2003,9303,MAIN
2.015.012.771,6,2003,93031,MAIN
2.015.087.304,6,2008,56301,MAIN
2.015.087.304,3,2003,52240,MAIN
2.015.087.304,3,2003,5244202,MAIN
2.015.087.304,3,2003,5244204,MAIN
2.015.087.304,3,2003,5244205,MAIN
2.015.087.304,3,2003,5249702,MAIN
2.015.087.304,3,2003,5530101,MAIN
2.015.087.304,3,2003,5530105,MAIN
2.015.087.304,3,2008,47241,MAIN
2.015.087.304,3,2008,4759301,MAIN
2.015.087.304,3,2008,4759901,MAIN
2.015.087.304,3,2008,4759902,MAIN
2.015.087.304,3,2008,4778602,MAIN
2.015.087.304,3,2008,5610101,MAIN
2.015.087.304,3,2008,5610105,MAIN
2.015.092.747,3,2003,51475,MAIN
2.015.092.747,3,2003,52470,MAIN
2.015.092.747,3,2008,46492,MAIN
2.015.092.747,3,2008,47620,MAIN
2.015.115.711,3,2003,51640,MAIN
2.015.115.711,3,2003,5170001,MAIN
2.015.115.711,3,2008,46510,MAIN
2.015.115.711,3,2008,46900,MAIN
2.015.210.731,6,2008,52290,MAIN
2.015.210.731,3,2003,631,MAIN
2.015.210.731,3,2003,63401,MAIN
2.015.210.731,3,2008,52290,MAIN
2.015.210.731,6,2003,63401,MAIN
2.015.308.622,3,2003,5530105,MAIN
2.015.308.622,3,2008,5610105,MAIN
2.015.316.837,6,2008,49410,MAIN
2.015.316.837,3,2003,6024103,MAIN
2.015.316.837,3,2008,4942003,MAIN
2.015.316.837,6,2003,60242,MAIN
2.015.323.468,6,2008,64992,MAIN
2.015.323.468,3,2003,67130,MAIN
2.015.323.468,3,2008,66199,MAIN
2.015.323.468,6,2003,65233,MAIN
2.015.405.424,6,2008,47191,MAIN
2.015.405.424,3,2003,513,MAIN
2.015.405.424,3,2003,52112,MAIN
2.015.405.424,3,2003,7031,MAIN
2.015.405.424,3,2008,47112,MAIN
2.015.405.424,6,2003,52122,MAIN
2.015.497.078,3,2003,5530101,MAIN
2.015.497.078,3,2008,68100,MAIN
2.015.497.078,3,2008,68201,MAIN
2.015.497.078,3,2008,68321,MAIN
2.015.586.655,6,2008,96021,MAIN
2.015.586.655,3,2003,5232002,MAIN
2.015.586.655,3,2003,93021,MAIN
2.015.586.655,3,2008,4774002,MAIN
2.015.586.655,3,2008,96021,MAIN
2.015.607.837,3,2003,5211201,MAIN
2.015.607.837,3,2008,4711201,MAIN
2.015.637.432,3,2003,511,MAIN
2.015.637.432,3,2003,6720,MAIN
2.015.742.251,3,2003,6024102,MAIN
2.015.742.251,3,2003,63401,MAIN
2.015.742.251,3,2008,4942002,MAIN
2.015.742.251,3,2008,52290,MAIN
2.015.758.582,3,2003,5141003,MAIN
2.015.758.582,3,2003,51441,MAIN
2.015.758.582,3,2003,51474,MAIN
2.015.758.582,3,2003,5147802,MAIN
2.015.758.582,3,2003,5154101,MAIN
2.015.758.582,3,2008,4641201,MAIN
2.015.758.582,3,2008,46480,MAIN
2.015.758.582,3,2008,46494,MAIN
2.015.758.582,3,2008,4649902,MAIN
2.015.758.582,3,2008,4674101,MAIN
2.015.973.665,3,2003,7031,MAIN
2.016.010.584,3,2003,6523,MAIN
2.016.010.584,3,2003,70201,MAIN
2.016.010.584,3,2003,7020302,MAIN
2.016.010.584,3,2008,68201,MAIN
2.016.010.584,3,2008,6820302,MAIN
2.016.042.753,3,2003,5530101,MAIN
2.016.042.753,3,2008,5610101,MAIN
2.016.132.726,6,2008,64200,MAIN
2.016.132.726,3,2003,6321002,MAIN
2.016.132.726,3,2003,70201,MAIN
2.016.132.726,3,2003,7020302,MAIN
2.016.132.726,3,2003,72,MAIN
2.016.132.726,3,2003,7210001,MAIN
2.016.132.726,3,2003,7412101,MAIN
2.016.132.726,3,2003,7414101,MAIN
2.016.132.726,3,2003,7414201,MAIN
2.016.132.726,3,2003,7414202,MAIN
2.016.132.726,3,2003,7415101,MAIN
2.016.132.726,3,2003,7415102,MAIN
2.016.132.726,3,2003,7430201,MAIN
2.016.132.726,3,2008,64200,MAIN
2.016.132.726,3,2008,6420011,MAIN
2.016.132.726,3,2008,6420012,MAIN
2.016.132.726,3,2008,68201,MAIN
2.016.132.726,3,2008,70100,MAIN
2.016.132.726,3,2008,7022001,MAIN
2.016.132.726,3,2008,82110,SECO
2.016.132.726,3,2008,82990,SECO
2.016.211.514,3,2003,511,MAIN
2.016.211.514,3,2003,7031,MAIN
2.016.218.442,3,2003,7134001,MAIN
2.016.218.442,3,2008,6420011,MAIN
2.016.218.442,3,2008,68100,MAIN
2.016.218.442,3,2008,6820101,MAIN
2.016.218.442,3,2008,6820301,MAIN
2.016.218.442,3,2008,6820302,MAIN
2.016.218.442,3,2008,6820303,MAIN
2.016.218.442,3,2008,6820401,MAIN
2.016.232.595,6,2008,52290,MAIN
2.016.232.595,3,2003,511,MAIN
2.016.232.595,3,2003,6311,MAIN
2.016.232.595,3,2003,63111,MAIN
2.016.232.595,3,2003,63401,MAIN
2.016.232.595,3,2003,63404,MAIN
2.016.232.595,3,2008,52241,MAIN
2.016.232.595,3,2008,52290,MAIN
2.016.232.694,3,2003,4534002,MAIN
2.016.232.694,3,2003,4543,MAIN
2.016.232.694,3,2008,4329901,MAIN
2.016.265.259,3,2003,9234001,MAIN
2.016.265.259,3,2008,8552001,MAIN
2.016.438.671,3,2003,51210,MAIN
2.016.438.671,3,2003,5121004,MAIN
2.016.438.671,3,2003,5123001,MAIN
2.016.438.671,3,2003,52496,MAIN
2.016.438.671,3,2003,7412401,MAIN
2.016.438.671,3,2008,70220,MAIN
2.016.438.671,3,2008,7022001,MAIN
2.016.438.671,3,2008,7022002,MAIN
2.016.438.671,3,2008,82990,MAIN
2.016.462.922,6,2008,43999,MAIN
2.016.462.922,3,2003,7031,MAIN
2.016.526.763,3,2003,5143003,MAIN
2.016.526.763,3,2003,5245002,MAIN
2.016.526.763,3,2008,4643201,MAIN
2.016.526.763,3,2008,4743001,MAIN
2.016.534.087,3,2003,2923002,MAIN
2.016.534.087,3,2003,5161001,MAIN
2.016.534.087,3,2003,51620,MAIN
2.016.534.087,3,2003,51651,MAIN
2.016.534.087,3,2008,2825002,MAIN
2.016.534.087,3,2008,46620,MAIN
2.016.534.087,3,2008,46630,MAIN
2.016.534.087,3,2008,46693,MAIN
2.016.538.047,3,2003,52431,MAIN
2.016.538.047,3,2003,52432,MAIN
2.016.538.047,3,2008,47721,MAIN
2.016.538.047,3,2008,47722,MAIN
2.016.538.047,6,2003,52431,MAIN
2.016.550.123,3,2003,6330101,MAIN
2.016.550.123,3,2008,7911001,MAIN
2.016.643.460,3,2003,7031,MAIN
2.016.673.847,3,2003,5530101,MAIN
2.016.673.847,3,2008,5610101,MAIN
2.016.792.722,6,2008,47716,MAIN
2.016.792.722,3,2003,5141005,MAIN
2.016.792.722,3,2003,51421,MAIN
2.016.792.722,3,2003,5142103,MAIN
2.016.792.722,3,2003,5241003,MAIN
2.016.792.722,3,2008,4641103,MAIN
2.016.792.722,3,2008,46423,MAIN
2.016.792.722,3,2008,46424,MAIN
2.016.792.722,3,2008,4751302,MAIN
