EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
0763.552.029,1,2008,90011,MAIN
0763.552.029,1,2008,59203,SECO
0763.568.459,1,2008,70220,MAIN
0763.568.459,1,2008,70210,SECO
0763.568.459,1,2008,78100,SECO
0763.568.459,1,2008,82990,SECO
0763.568.459,1,2008,85599,SECO
0763.570.736,1,2008,63990,MAIN
0763.570.736,1,2008,85599,SECO
0763.570.934,6,2008,93130,MAIN
0763.570.934,1,2008,85520,MAIN
0763.570.934,1,2008,47640,SECO
0763.592.314,1,2008,10890,MAIN
0763.592.314,1,2008,46180,SECO
0763.592.314,1,2008,70210,SECO
0763.596.272,1,2008,69109,MAIN
0763.639.725,6,2008,56301,MAIN
0763.639.725,1,2008,56301,MAIN
0763.639.725,1,2008,47910,SECO
0763.639.725,1,2008,56210,SECO
0763.639.725,1,2008,82990,SECO
0763.639.725,1,2008,90021,SECO
0763.639.725,1,2008,96022,SECO
0763.664.172,1,2008,46349,MAIN
0763.666.350,1,2008,58110,MAIN
0763.666.350,1,2008,85599,SECO
0763.668.033,1,2008,82990,MAIN
0763.668.033,1,2008,71111,SECO
0763.668.033,1,2008,71113,SECO
0763.668.033,1,2008,74103,SECO
0763.668.033,1,2008,74201,SECO
0763.685.651,1,2008,41101,MAIN
0763.685.651,1,2008,41102,SECO
0763.703.566,1,2008,47640,MAIN
0763.703.566,1,2008,93199,SECO
0763.746.029,1,2008,68311,MAIN
0763.752.957,1,2008,70220,MAIN
0763.752.957,1,2008,70210,SECO
0763.765.726,1,2008,68201,MAIN
0763.809.969,1,2008,47787,MAIN
0763.809.969,1,2008,47791,SECO
0763.809.969,1,2008,73110,SECO
0763.809.969,1,2008,74101,SECO
0763.818.679,1,2008,64200,MAIN
0763.818.679,1,2008,70220,SECO
0763.818.679,1,2008,82990,SECO
0763.832.537,1,2008,56102,MAIN
0763.834.517,1,2008,47191,MAIN
0763.834.517,1,2008,46450,SECO
0763.834.517,1,2008,47192,SECO
0763.834.517,1,2008,47410,SECO
0763.834.517,1,2008,47722,SECO
0763.834.517,1,2008,47750,SECO
0763.834.517,1,2008,47784,SECO
0763.939.039,1,2008,64200,MAIN
0763.941.019,1,2008,74104,MAIN
0763.941.019,1,2008,71112,SECO
0763.946.165,6,2008,96022,MAIN
0763.946.165,1,2008,96022,MAIN
0764.335.551,1,2008,70220,MAIN
0764.335.551,1,2008,47787,SECO
0764.335.551,1,2008,74104,SECO
0764.345.251,1,2008,59114,MAIN
0764.345.251,1,2008,59201,SECO
0764.345.251,1,2008,59203,SECO
0764.345.251,1,2008,60100,SECO
0764.345.251,1,2008,73110,SECO
0764.345.251,1,2008,90031,SECO
0764.346.439,1,2008,56102,MAIN
0764.346.439,1,2008,56210,SECO
0764.369.106,1,2008,96021,MAIN
0764.377.321,1,2008,63990,MAIN
0764.377.321,1,2008,62010,SECO
0764.377.321,1,2008,62030,SECO
0764.377.321,1,2008,62090,SECO
0764.377.321,1,2008,63110,SECO
0764.377.321,1,2008,63120,SECO
0764.378.014,6,2008,82990,MAIN
0764.378.014,1,2008,62090,MAIN
0764.378.014,1,2008,63110,SECO
0764.378.014,1,2008,63120,SECO
0764.378.014,1,2008,63990,SECO
0764.378.014,1,2008,64200,SECO
0764.378.014,1,2008,70100,SECO
0764.499.065,1,2008,86905,MAIN
0764.499.065,1,2008,59113,SECO
0764.499.065,1,2008,60200,SECO
0764.499.065,1,2008,74201,SECO
0764.550.535,1,2008,70100,MAIN
0764.550.535,1,2008,70210,SECO
0764.566.074,1,2008,81100,MAIN
0764.566.074,1,2008,82990,SECO
0764.582.803,1,2008,86220,MAIN
0764.582.803,1,2008,63990,SECO
0764.630.709,6,2008,86904,MAIN
0764.651.691,6,2008,46419,MAIN
0764.651.691,1,2008,47910,MAIN
0764.651.691,1,2008,46419,SECO
0764.651.691,1,2008,47519,SECO
0764.651.691,1,2008,63990,SECO
0764.651.691,1,2008,70210,SECO
0764.651.691,1,2008,70220,SECO
0764.692.570,1,2008,68203,MAIN
0764.692.570,1,2008,68100,SECO
0764.692.570,1,2008,68201,SECO
0764.727.412,1,2008,71121,MAIN
0764.727.412,1,2008,43991,SECO
0764.727.412,1,2008,63990,SECO
0764.727.412,1,2008,70220,SECO
0764.727.412,1,2008,74909,SECO
0764.867.368,6,2008,55100,MAIN
0764.867.368,1,2008,55100,MAIN
0764.896.369,6,2008,56102,MAIN
0764.896.369,1,2008,56101,MAIN
0764.944.176,1,2008,56102,MAIN
0764.985.451,1,2008,46332,MAIN
0764.996.240,1,2008,47591,MAIN
0765.187.468,1,2008,41101,MAIN
0765.187.468,1,2008,41102,SECO
0765.187.468,1,2008,82990,SECO
0765.188.359,1,2008,70220,MAIN
0765.241.611,6,2008,47113,MAIN
0765.241.611,1,2008,47113,MAIN
0765.285.557,1,2008,82300,MAIN
0765.285.557,1,2008,66199,SECO
0765.290.606,1,2008,62020,MAIN
0765.290.606,1,2008,62090,SECO
0765.290.606,1,2008,73110,SECO
0765.295.257,1,2008,64999,MAIN
0765.295.257,1,2008,70220,SECO
0765.298.920,1,2008,62010,MAIN
0765.307.729,1,2008,47712,MAIN
0765.307.729,1,2008,46160,SECO
0765.307.729,1,2008,46190,SECO
0765.307.729,1,2008,47711,SECO
0765.334.750,1,2008,82110,MAIN
0765.344.153,1,2008,70220,MAIN
0765.344.153,1,2008,62020,SECO
0765.392.158,1,2008,47910,MAIN
0765.392.158,1,2008,47716,SECO
0765.424.723,1,2008,96021,MAIN
0765.424.723,1,2008,56101,SECO
0765.424.723,1,2008,96022,SECO
0765.430.463,6,2008,74909,MAIN
0765.430.463,1,2008,71113,MAIN
0765.513.508,1,2008,73110,MAIN
0765.513.508,1,2008,70220,SECO
0765.592.393,1,2008,56301,MAIN
0765.623.374,1,2008,63120,MAIN
0765.623.374,1,2008,70220,SECO
0765.732.252,6,2008,70220,MAIN
0765.732.252,1,2008,70220,MAIN
0765.732.252,1,2008,78100,SECO
0765.732.252,1,2008,82300,SECO
0765.776.002,1,2008,63990,MAIN
0765.776.002,1,2008,70210,SECO
0765.776.002,1,2008,77210,SECO
0765.809.852,1,2008,69101,MAIN
0765.906.159,6,2008,43211,MAIN
0765.906.159,1,2008,43390,MAIN
0765.906.159,1,2008,42110,SECO
0765.906.159,1,2008,42120,SECO
0765.906.159,1,2008,42130,SECO
0765.906.159,1,2008,43120,SECO
0765.906.159,1,2008,43222,SECO
0765.913.186,1,2008,46423,MAIN
0765.913.186,1,2008,46424,SECO
0765.913.186,1,2008,46450,SECO
0765.913.186,1,2008,46498,SECO
0765.913.186,1,2008,47716,SECO
0765.913.186,1,2008,47722,SECO
0765.913.186,1,2008,70220,SECO
0765.957.926,6,2008,56101,MAIN
0765.957.926,1,2008,64200,MAIN
0765.958.124,1,2008,78100,MAIN
0765.973.663,1,2008,63110,MAIN
0765.973.663,1,2008,33200,SECO
0765.973.663,1,2008,62010,SECO
0765.973.663,1,2008,62030,SECO
0765.973.663,1,2008,62090,SECO
0765.973.663,1,2008,71209,SECO
0766.278.224,6,2008,10830,MAIN
0766.278.224,1,2008,10830,MAIN
0766.287.231,1,2008,41102,MAIN
0766.287.231,1,2008,68203,SECO
0766.287.231,1,2008,68322,SECO
0766.309.502,1,2008,47716,MAIN
0766.316.727,1,2008,47591,MAIN
0766.321.675,1,2008,71111,MAIN
0766.333.652,1,2008,56301,MAIN
0766.338.305,6,2008,96022,MAIN
0766.338.305,1,2008,96022,MAIN
0766.374.234,1,2008,73110,MAIN
0766.374.234,1,2008,70220,SECO
0766.378.291,6,2008,47711,MAIN
0766.378.291,1,2008,47910,MAIN
0766.378.291,1,2008,47716,SECO
0766.400.760,1,2008,28120,MAIN
0766.400.760,1,2008,28110,SECO
0766.400.760,1,2008,71121,SECO
0766.400.760,1,2008,74909,SECO
0766.400.760,1,2008,85599,SECO
0766.434.117,1,2008,71111,MAIN
0766.437.976,1,2008,93199,MAIN
0766.437.976,1,2008,93130,SECO
0766.452.824,6,2008,56101,MAIN
0766.452.824,1,2008,10712,MAIN
0766.452.824,1,2008,47241,SECO
0766.452.824,1,2008,56101,SECO
0766.452.824,1,2008,56210,SECO
0766.455.495,1,2008,68321,MAIN
0766.463.316,6,2008,79120,MAIN
0766.463.316,1,2008,79120,MAIN
0766.519.437,1,2008,47716,MAIN
0766.519.437,1,2008,46423,SECO
0766.519.437,1,2008,46424,SECO
0766.519.437,1,2008,74101,SECO
0766.552.396,6,2008,71121,MAIN
0766.552.396,1,2008,71121,MAIN
0766.552.396,1,2008,50200,SECO
0766.552.396,1,2008,64200,SECO
0766.597.532,6,2008,62020,MAIN
0766.597.532,1,2008,62020,MAIN
0766.597.532,1,2008,78100,SECO
0766.625.840,1,2008,90021,MAIN
0766.635.738,1,2008,74901,MAIN
0766.635.738,1,2008,90021,SECO
0766.635.738,1,2008,90022,SECO
0766.635.738,1,2008,90023,SECO
0766.686.812,1,2008,70220,MAIN
0766.803.905,1,2008,47910,MAIN
0766.805.784,1,2008,53200,MAIN
0766.817.167,1,2008,70220,MAIN
0766.825.679,6,2008,62010,MAIN
0766.825.679,1,2008,70220,MAIN
0766.825.679,1,2008,62010,SECO
0766.831.025,6,2008,55202,MAIN
0766.831.025,1,2008,55202,MAIN
0766.831.025,1,2008,56101,SECO
0766.831.025,1,2008,56301,SECO
0766.831.025,1,2008,93292,SECO
0766.831.421,1,2008,73110,MAIN
0766.873.981,1,2008,68321,MAIN
0766.878.832,1,2008,68311,MAIN
0766.879.426,1,2008,69101,MAIN
0766.907.734,6,2008,56101,MAIN
0766.907.734,1,2008,56101,MAIN
0766.928.322,1,2008,64200,MAIN
0766.928.322,1,2008,70100,SECO
0766.928.322,1,2008,70210,SECO
0766.928.322,1,2008,70220,SECO
0766.928.322,1,2008,82990,SECO
0766.943.465,1,2008,56101,MAIN
0766.943.465,1,2008,56102,SECO
0766.943.465,1,2008,56210,SECO
0766.951.581,1,2008,46160,MAIN
0766.985.235,1,2008,71112,MAIN
0766.992.460,1,2008,81220,MAIN
0767.426.287,1,2008,90021,MAIN
0767.426.287,1,2008,93110,SECO
0767.426.287,1,2008,93199,SECO
0767.431.039,6,2008,93130,MAIN
0767.431.039,1,2008,93130,MAIN
0767.431.039,1,2008,47640,SECO
0767.431.039,1,2008,56102,SECO
0767.431.039,1,2008,82990,SECO
0767.431.039,1,2008,86905,SECO
0767.431.039,1,2008,96022,SECO
0767.451.627,1,2008,71111,MAIN
0767.501.018,1,2008,78200,MAIN
0767.505.768,1,2008,41201,MAIN
0767.505.768,1,2008,43299,SECO
0767.505.768,1,2008,43390,SECO
0767.512.302,6,2008,42220,MAIN
0767.512.302,1,2008,42220,MAIN
0767.512.302,1,2008,46520,SECO
0767.546.548,1,2008,70220,MAIN
0767.546.548,1,2008,73200,SECO
0767.546.548,1,2008,82990,SECO
0767.573.371,1,2008,74105,MAIN
0767.573.371,1,2008,47716,SECO
0767.573.371,1,2008,47910,SECO
0767.573.371,1,2008,56210,SECO
0767.599.107,1,2008,46391,MAIN
0767.621.673,1,2008,73120,MAIN
0767.630.779,1,2008,47910,MAIN
0767.632.264,1,2008,46180,MAIN
0767.632.264,1,2008,68311,SECO
0767.632.264,1,2008,68321,SECO
0767.632.264,1,2008,68322,SECO
0767.645.033,6,2008,73110,MAIN
0767.645.033,1,2008,73200,MAIN
0767.645.033,1,2008,63120,SECO
0767.652.852,1,2008,59113,MAIN
0767.652.852,1,2008,59201,SECO
0767.652.852,1,2008,74300,SECO
0767.652.852,1,2008,79901,SECO
0767.673.242,1,2008,64200,MAIN
0767.673.539,1,2008,96099,MAIN
0767.674.430,1,2008,46694,MAIN
0767.674.430,1,2008,70220,SECO
0767.674.628,1,2008,69101,MAIN
0767.697.788,1,2008,43999,MAIN
0767.717.386,1,2008,69109,MAIN
0767.756.285,1,2008,56101,MAIN
0767.756.285,1,2008,56102,SECO
0767.778.556,1,2008,56101,MAIN
0767.778.556,1,2008,47910,SECO
0767.778.556,1,2008,55204,SECO
0767.778.556,1,2008,56301,SECO
0767.778.556,1,2008,74103,SECO
0767.805.874,1,2008,70220,MAIN
0767.809.042,1,2008,1430,MAIN
0767.809.042,1,2008,46231,SECO
0767.809.042,1,2008,93129,SECO
0767.810.329,6,2008,56101,MAIN
0767.810.329,1,2008,56101,MAIN
0767.816.465,1,2008,1430,MAIN
0767.816.465,1,2008,93129,SECO
0767.816.465,1,2008,96094,SECO
0767.870.212,6,2008,32121,MAIN
0767.870.212,1,2008,32121,MAIN
0767.884.266,6,2008,56101,MAIN
0767.884.266,1,2008,56101,MAIN
0767.884.266,1,2008,56102,SECO
0767.884.266,1,2008,56210,SECO
0767.884.266,1,2008,56290,SECO
0767.884.464,1,2008,43211,MAIN
0767.884.464,1,2008,43212,SECO
0767.884.464,1,2008,43320,SECO
0767.884.464,1,2008,43999,SECO
0767.884.464,1,2008,56210,SECO
0767.884.464,1,2008,96022,SECO
0767.884.662,1,2008,69203,MAIN
0767.888.919,1,2008,56102,MAIN
0767.924.749,1,2008,69101,MAIN
0767.934.449,6,2008,73110,MAIN
0767.934.449,1,2008,73110,MAIN
0767.951.968,6,2008,55100,MAIN
0767.951.968,1,2008,55100,MAIN
0767.956.027,1,2008,64200,MAIN
0767.956.027,1,2008,68201,SECO
0767.964.638,1,2008,82990,MAIN
0767.964.638,1,2008,64200,SECO
0767.964.638,1,2008,70220,SECO
0767.967.905,6,2008,59113,MAIN
0767.967.905,1,2008,74103,MAIN
0767.967.905,1,2008,59113,SECO
0767.967.905,1,2008,63120,SECO
0767.967.905,1,2008,73110,SECO
0767.967.905,1,2008,74201,SECO
0767.967.905,1,2008,90032,SECO
0767.974.734,1,2008,64929,MAIN
0767.975.328,6,2008,56101,MAIN
0767.975.328,1,2008,56102,MAIN
0767.977.011,1,2008,93110,MAIN
0768.277.612,1,2008,96012,MAIN
0768.286.421,6,2008,56302,MAIN
0768.286.421,1,2008,56301,MAIN
0768.286.421,1,2008,56302,SECO
0768.292.854,1,2008,93299,MAIN
0768.292.854,1,2008,82300,SECO
0768.309.878,1,2008,81210,MAIN
0768.309.878,1,2008,41201,SECO
0768.309.878,1,2008,41202,SECO
0768.309.878,1,2008,41203,SECO
0768.309.878,1,2008,43331,SECO
0768.309.878,1,2008,43341,SECO
0768.309.878,1,2008,43390,SECO
0768.309.878,1,2008,43910,SECO
0768.309.878,1,2008,43991,SECO
0768.385.005,6,2008,56101,MAIN
0768.385.005,1,2008,56101,MAIN
0768.385.005,1,2008,56102,SECO
0768.385.005,1,2008,56210,SECO
0768.385.795,6,2008,56101,MAIN
0768.385.795,1,2008,56101,MAIN
0768.385.795,1,2008,56102,SECO
0768.385.795,1,2008,56210,SECO
0768.386.587,6,2008,56101,MAIN
0768.386.587,1,2008,56101,MAIN
0768.386.587,1,2008,56102,SECO
0768.386.587,1,2008,56210,SECO
0768.387.676,1,2008,96040,MAIN
0768.387.676,1,2008,47910,SECO
0768.387.676,1,2008,66300,SECO
0768.387.676,1,2008,68201,SECO
0768.387.676,1,2008,68203,SECO
0768.387.676,1,2008,70220,SECO
0768.387.676,1,2008,82300,SECO
0768.387.676,1,2008,82990,SECO
0768.387.676,1,2008,85593,SECO
0768.387.676,1,2008,85599,SECO
0768.387.676,1,2008,85609,SECO
0768.387.676,1,2008,86909,SECO
0768.387.676,1,2008,96099,SECO
0768.388.171,6,2008,56101,MAIN
0768.388.171,1,2008,56101,MAIN
0768.388.171,1,2008,56102,SECO
0768.388.171,1,2008,56210,SECO
0768.388.765,6,2008,56101,MAIN
0768.388.765,1,2008,56101,MAIN
0768.388.765,1,2008,56102,SECO
0768.388.765,1,2008,56210,SECO
0768.455.279,1,2008,62010,MAIN
0768.455.279,1,2008,62020,SECO
0768.455.279,1,2008,62090,SECO
0768.495.168,1,2008,47785,MAIN
0768.495.168,1,2008,30920,SECO
0768.495.168,1,2008,38322,SECO
0768.495.168,1,2008,45401,SECO
0768.495.168,1,2008,45402,SECO
0768.495.168,1,2008,47712,SECO
0768.495.168,1,2008,64200,SECO
0768.495.168,1,2008,66199,SECO
0768.495.168,1,2008,71113,SECO
0768.495.168,1,2008,77210,SECO
0768.495.168,1,2008,82990,SECO
0768.495.168,1,2008,93299,SECO
0768.508.630,6,2008,71209,MAIN
0768.508.630,1,2008,71121,MAIN
0768.508.630,1,2008,64200,SECO
0768.508.630,1,2008,70220,SECO
0768.508.630,1,2008,71209,SECO
0768.508.630,1,2008,74909,SECO
0768.508.630,1,2008,82990,SECO
0768.547.826,1,2008,46332,MAIN
0768.547.826,1,2008,46180,SECO
0768.547.826,1,2008,46389,SECO
0768.606.521,6,2008,46693,MAIN
0768.606.521,1,2008,46473,MAIN
0768.637.205,6,2008,70220,MAIN
0768.637.205,1,2008,70220,MAIN
0768.645.717,1,2008,47716,MAIN
0768.645.717,1,2008,46423,SECO
0768.645.717,1,2008,46424,SECO
0768.645.717,1,2008,47715,SECO
0768.704.907,6,2008,47241,MAIN
0768.704.907,1,2008,47241,MAIN
0768.704.907,1,2008,10720,SECO
0768.704.907,1,2008,56210,SECO
0768.707.380,1,2008,69101,MAIN
0768.707.380,1,2008,68203,SECO
0768.731.631,1,2008,73200,MAIN
0768.731.631,1,2008,18130,SECO
0768.731.631,1,2008,46190,SECO
0768.731.631,1,2008,58110,SECO
0768.731.631,1,2008,59120,SECO
0768.739.450,6,2008,64200,MAIN
0768.739.450,1,2008,82990,MAIN
0768.758.949,1,2008,46710,MAIN
0768.758.949,1,2008,46120,SECO
0768.758.949,1,2008,52100,SECO
0768.759.345,1,2008,68100,MAIN
0768.760.632,1,2008,68100,MAIN
0768.760.632,1,2008,70220,SECO
0768.761.127,6,2008,62020,MAIN
0768.761.127,1,2008,62020,MAIN
0768.761.127,1,2008,63990,SECO
0768.761.127,1,2008,70220,SECO
0768.765.283,1,2008,69109,MAIN
0768.765.283,1,2008,82300,SECO
0768.797.155,1,2008,56210,MAIN
0768.797.155,1,2008,47299,SECO
0768.858.919,6,2008,64200,MAIN
0768.858.919,1,2008,64200,MAIN
0768.858.919,1,2008,82990,SECO
0768.875.349,1,2008,70220,MAIN
0768.875.349,1,2008,82990,SECO
0768.906.330,1,2008,90031,MAIN
0768.918.109,1,2008,70220,MAIN
0768.928.601,1,2008,62010,MAIN
0768.928.601,1,2008,58190,SECO
0768.928.601,1,2008,70210,SECO
0768.928.601,1,2008,73110,SECO
0768.928.601,1,2008,74103,SECO
0768.928.601,1,2008,74300,SECO
0768.929.688,6,2008,81300,MAIN
0768.929.688,1,2008,81300,MAIN
0768.929.688,1,2008,77291,SECO
0768.929.688,1,2008,77399,SECO
0768.971.557,1,2008,56301,MAIN
0768.971.557,1,2008,56102,SECO
0768.996.402,1,2008,63990,MAIN
0769.315.710,1,2008,56210,MAIN
0769.315.710,1,2008,47251,SECO
0769.315.710,1,2008,47599,SECO
0769.315.710,1,2008,70220,SECO
0769.315.710,1,2008,85599,SECO
0769.323.727,6,2008,56101,MAIN
0769.323.727,1,2008,56101,MAIN
0769.323.727,1,2008,56290,SECO
0769.337.484,1,2008,62020,MAIN
0769.347.184,1,2008,74101,MAIN
0769.347.184,1,2008,47910,SECO
0769.350.154,1,2008,74103,MAIN
0769.350.154,1,2008,73110,SECO
0769.395.585,6,2008,56102,MAIN
0769.395.585,1,2008,56101,MAIN
0769.395.585,1,2008,56102,SECO
0769.410.334,1,2008,68203,MAIN
0769.424.388,1,2008,47241,MAIN
0769.440.226,6,2008,55100,MAIN
0769.440.226,1,2008,55100,MAIN
0769.440.226,1,2008,56101,SECO
0769.440.226,1,2008,56102,SECO
0769.440.226,1,2008,56210,SECO
0769.440.226,1,2008,56301,SECO
0769.440.226,1,2008,93299,SECO
0769.446.362,1,2008,70220,MAIN
0769.446.362,1,2008,64200,SECO
0769.446.362,1,2008,68201,SECO
0769.446.362,1,2008,68203,SECO
0769.446.362,1,2008,82990,SECO
0769.446.362,1,2008,85599,SECO
0769.493.377,1,2008,62020,MAIN
0769.515.747,1,2008,82990,MAIN
0769.524.061,1,2008,64200,MAIN
0769.540.491,6,2008,93130,MAIN
0769.540.491,1,2008,86905,MAIN
0769.540.491,1,2008,56101,SECO
0769.540.491,1,2008,56301,SECO
0769.540.491,1,2008,85510,SECO
0769.540.491,1,2008,86909,SECO
0769.540.491,1,2008,93130,SECO
0769.557.616,1,2008,82990,MAIN
0769.559.792,1,2008,71112,MAIN
0769.588.102,1,2008,86230,MAIN
0769.588.102,1,2008,86909,SECO
0769.635.810,6,2008,47241,MAIN
0769.635.810,1,2008,47241,MAIN
0769.635.810,1,2008,56210,SECO
0769.650.854,1,2008,93129,MAIN
0769.650.854,1,2008,47640,SECO
0769.650.854,1,2008,85510,SECO
0769.650.854,1,2008,93110,SECO
0769.655.903,1,2008,64200,MAIN
0769.655.903,1,2008,46190,SECO
0769.755.277,6,2008,82990,MAIN
0769.755.277,1,2008,82990,MAIN
0769.767.848,1,2008,70220,MAIN
0769.767.848,1,2008,82990,SECO
0769.771.511,1,2008,55100,MAIN
0769.771.511,1,2008,68201,SECO
0769.792.394,1,2008,68311,MAIN
0769.792.394,1,2008,41101,SECO
0769.792.394,1,2008,43299,SECO
0769.792.394,1,2008,43390,SECO
0769.792.394,1,2008,82990,SECO
0769.793.087,6,2008,56302,MAIN
0769.793.087,1,2008,56301,MAIN
0769.793.087,1,2008,56302,SECO
0769.795.661,1,2008,56301,MAIN
0769.795.661,1,2008,56101,SECO
0769.795.661,1,2008,56210,SECO
0769.813.477,6,2008,56301,MAIN
0769.813.477,1,2008,56301,MAIN
0769.816.051,1,2008,56101,MAIN
0769.816.051,1,2008,56102,SECO
0769.816.051,1,2008,56301,SECO
0769.857.821,1,2008,47610,MAIN
0769.857.821,1,2008,47910,SECO
0769.857.821,1,2008,56210,SECO
0769.857.821,1,2008,62020,SECO
0769.857.821,1,2008,82110,SECO
0769.895.136,6,2008,47716,MAIN
0769.895.136,1,2008,47716,MAIN
0769.967.390,1,2008,43211,MAIN
0769.967.390,1,2008,43299,SECO
0769.967.390,1,2008,45402,SECO
0769.967.390,1,2008,47410,SECO
0769.967.390,1,2008,62090,SECO
0769.967.390,1,2008,82110,SECO
0769.967.390,1,2008,82990,SECO
0770.265.023,1,2008,96022,MAIN
0770.338.564,1,2008,93199,MAIN
0770.490.497,1,2008,68201,MAIN
0770.618.379,6,2008,62010,MAIN
0770.618.379,1,2008,62020,MAIN
0770.618.379,1,2008,70220,SECO
0770.719.933,6,2008,56101,MAIN
0770.719.933,1,2008,56101,MAIN
0770.719.933,1,2008,56102,SECO
0770.719.933,1,2008,56301,SECO
0770.758.733,6,2008,56101,MAIN
0770.758.733,1,2008,46900,MAIN
0770.816.240,1,2008,77340,MAIN
0770.829.603,1,2008,86230,MAIN
0770.829.603,1,2008,62010,SECO
0770.829.603,1,2008,62020,SECO
0770.829.603,1,2008,63990,SECO
0770.829.603,1,2008,70220,SECO
0770.841.380,1,2008,33120,MAIN
0770.852.763,6,2008,56101,MAIN
0770.852.763,1,2008,47112,MAIN
0770.878.497,1,2008,63120,MAIN
0770.904.827,1,2008,70220,MAIN
0770.916.903,1,2008,71111,MAIN
0770.956.790,6,2008,70220,MAIN
0770.956.790,1,2008,62020,MAIN
0770.956.790,1,2008,70220,SECO
0770.956.790,1,2008,73110,SECO
0770.956.790,1,2008,85599,SECO
0770.961.146,1,2008,70220,MAIN
0770.961.146,1,2008,70210,SECO
0770.961.146,1,2008,85599,SECO
0770.975.794,6,2008,56101,MAIN
0770.975.794,1,2008,56101,MAIN
0771.286.788,6,2008,47770,MAIN
0771.286.788,1,2008,47770,MAIN
0771.289.362,1,2008,47782,MAIN
0771.289.362,1,2008,82990,SECO
0771.337.367,1,2008,64200,MAIN
0771.337.367,1,2008,82990,SECO
0771.338.555,1,2008,64200,MAIN
0771.363.004,1,2008,56101,MAIN
0771.363.004,1,2008,56301,SECO
0771.383.788,1,2008,93130,MAIN
0771.383.788,1,2008,85510,SECO
0771.383.788,1,2008,86909,SECO
0771.394.577,1,2008,70220,MAIN
0771.396.062,1,2008,71112,MAIN
0771.401.606,6,2008,47716,MAIN
0771.401.606,1,2008,47716,MAIN
0771.401.606,1,2008,47715,SECO
0771.401.606,1,2008,47750,SECO
0771.401.606,1,2008,70210,SECO
0771.401.606,1,2008,70220,SECO
0771.401.606,1,2008,82990,SECO
0771.426.548,1,2008,77340,MAIN
0771.429.617,1,2008,56301,MAIN
0771.429.617,1,2008,47252,SECO
0771.436.842,1,2008,71111,MAIN
0771.439.812,1,2008,86210,MAIN
0771.441.493,1,2008,70220,MAIN
0771.441.493,1,2008,68100,SECO
0771.479.404,1,2008,70210,MAIN
0771.479.404,1,2008,73110,SECO
0771.479.404,1,2008,73120,SECO
0771.479.404,1,2008,73200,SECO
0771.536.218,1,2008,66199,MAIN
0771.556.509,6,2008,55100,MAIN
0771.556.509,1,2008,55100,MAIN
0771.556.509,1,2008,56301,SECO
0771.556.509,1,2008,82300,SECO
0771.556.509,1,2008,82990,SECO
0771.556.509,1,2008,93299,SECO
0771.566.110,1,2008,41101,MAIN
0771.566.110,1,2008,41102,SECO
0771.570.464,6,2008,56102,MAIN
0771.570.464,1,2008,56102,MAIN
0771.571.553,1,2008,69103,MAIN
0771.612.432,1,2008,86230,MAIN
0771.651.430,6,2008,56301,MAIN
0771.651.430,1,2008,56301,MAIN
0771.680.035,1,2008,82110,MAIN
0771.680.035,1,2008,62020,SECO
0771.680.035,1,2008,82990,SECO
0771.680.629,1,2008,70220,MAIN
0771.741.403,1,2008,62010,MAIN
0771.741.403,1,2008,62020,SECO
0771.741.403,1,2008,62030,SECO
0771.741.403,1,2008,62090,SECO
0771.741.403,1,2008,63110,SECO
0771.741.403,1,2008,63120,SECO
0771.766.444,6,2008,47786,MAIN
0771.766.444,1,2008,74101,MAIN
0771.766.444,1,2008,32123,SECO
0771.766.444,1,2008,46480,SECO
0771.766.444,1,2008,47770,SECO
0771.768.325,1,2008,71112,MAIN
0771.768.325,1,2008,82990,SECO
0771.777.827,1,2008,82990,MAIN
0771.801.878,1,2008,90021,MAIN
0771.801.878,1,2008,47511,SECO
0771.801.878,1,2008,47721,SECO
0771.801.878,1,2008,90029,SECO
0771.846.420,6,2008,56102,MAIN
0771.846.420,1,2008,56101,MAIN
0771.846.420,1,2008,56102,SECO
0771.846.420,1,2008,56210,SECO
0771.846.420,1,2008,56301,SECO
0771.846.420,1,2008,68100,SECO
0771.846.420,1,2008,70220,SECO
0771.870.471,1,2008,69102,MAIN
0771.905.907,1,2008,94110,MAIN
0771.905.907,1,2008,70220,SECO
0771.905.907,1,2008,77210,SECO
0771.905.907,1,2008,93110,SECO
0771.905.907,1,2008,93126,SECO
0771.927.978,1,2008,56101,MAIN
0771.927.978,1,2008,56102,SECO
0771.927.978,1,2008,56210,SECO
0771.927.978,1,2008,56290,SECO
0771.944.410,1,2008,69101,MAIN
0771.962.523,1,2008,46389,MAIN
0771.962.523,1,2008,46391,SECO
0771.987.267,1,2008,86909,MAIN
0771.987.267,1,2008,96022,SECO
0772.292.125,1,2008,94995,MAIN
0772.292.125,1,2008,62090,SECO
0772.292.125,1,2008,66199,SECO
0772.292.125,1,2008,70100,SECO
0772.292.125,1,2008,73200,SECO
0772.292.125,1,2008,85592,SECO
0772.314.988,6,2008,82990,MAIN
0772.314.988,1,2008,82990,MAIN
0772.320.136,1,2008,62010,MAIN
0772.320.136,1,2008,43299,SECO
0772.320.136,1,2008,47785,SECO
0772.351.315,1,2008,90041,MAIN
0772.351.315,1,2008,56101,SECO
0772.351.315,1,2008,56102,SECO
0772.351.315,1,2008,68203,SECO
0772.351.315,1,2008,90042,SECO
0772.359.530,6,2008,47770,MAIN
0772.359.530,1,2008,47770,MAIN
