EntityNumber,TypeOfAddress,CountryNL,CountryFR,Zipcode,MunicipalityNL,MunicipalityFR,StreetNL,StreetFR,HouseNumber,Box,ExtraAddressInfo,DateStrikingOff,FullAddress,Latitude,Longitude
0211.204.929,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,163,,,,"Lange Lobroekstraat 163, 2060 Antwerpen, Belgium",51.23095875,4.429088141205539
0211.206.117,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,18,,,,"Lange Beeldekensstraat 18, 2060 Antwerpen, Belgium",51.22118525,4.4220769380500755
0211.207.701,REGO,,,2060,Antwerpen,Antwerpen,Sint-Norbertusstraat,Sint-Norbertusstraat,1,,,,"Sint-Norbertusstraat 1, 2060 Antwerpen, Belgium",51.226544649999994,4.423284493406998
0211.211.461,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,39,,,,"Pastorijstraat 39, 2060 Antwerpen, Belgium",51.21975515,4.433035323145626
0211.225.814,REGO,,,2060,Antwerpen,Antwerpen,Onderwijsstraat,Onderwijsstraat,38,,,,"Onderwijsstraat 38, 2060 Antwerpen, Belgium",51.22560545,4.4352941381003586
0400.088.970,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,5,,,,"Cassiersstraat 5, 2060 Antwerpen, Belgium",51.2265999,4.41546240249451
0400.113.815,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,38,,,,"De Waghemakerestraat 38, 2060 Antwerpen, Belgium",51.228227000000004,4.416578895288143
0400.424.809,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,4,31,,,"Franklin Rooseveltplaats 4, 2060 Antwerpen, Belgium",51.21974175,4.418030237555012
0403.812.681,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,76-78,,,,"Lange Stuivenbergstraat 76-78, 2060 Antwerpen, Belgium",51.22441995,4.4314155648447615
0404.279.568,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,173,,,,"Lange Lobroekstraat 173, 2060 Antwerpen, Belgium",51.23109565,4.428624084249112
0404.500.688,REGO,,,2060,Antwerpen,Antwerpen,Bisschopstraat,Bisschopstraat,70,,,,"Bisschopstraat 70, 2060 Antwerpen, Belgium",51.21977505,4.426728517801939
0404.502.569,REGO,,,2060,Antwerpen,Antwerpen,Violierstraat,Violierstraat,15,,,,"Violierstraat 15, 2060 Antwerpen, Belgium",51.2221416,4.41750650443038
0404.514.348,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,5,,,,"Cassiersstraat 5, 2060 Antwerpen, Belgium",51.2265999,4.41546240249451
0404.519.593,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,19,,,,"Cassiersstraat 19, 2060 Antwerpen, Belgium",51.2267015,4.4158646
0404.535.827,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,26,,,,"Osystraat 26, 2060 Antwerpen, Belgium",51.2222149,4.41872626907916
0404.545.725,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,136-138,,,,"Bredastraat 136-138, 2060 Antwerpen, Belgium",51.234163074010816,4.423250797930664
0404.546.814,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,23,,,,"Damplein 23, 2060 Antwerpen, Belgium",51.2326211,4.424793003177797
0404.555.920,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,8,,,,"Van de Wervestraat 8, 2060 Antwerpen, Belgium",51.229186999999996,4.415167079659872
0404.561.561,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,16,,,,"Hardenvoort 16, 2060 Antwerpen, Belgium",51.2325668,4.4229266369344495
0404.562.848,REGO,,,2060,Antwerpen,Antwerpen,Meetingstraat,Meetingstraat,23,,,,"Meetingstraat 23, 2060 Antwerpen, Belgium",51.22231925,4.432488592135753
0404.573.637,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,342,,,,"Dambruggestraat 342, 2060 Antwerpen, Belgium",51.22919335,4.421418531443298
0404.584.723,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,23,,,,"Van Arteveldestraat 23, 2060 Antwerpen, Belgium",51.22012305,4.419460380806212
0404.595.809,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,38,,,,"Diepestraat 38, 2060 Antwerpen, Belgium",51.22418225,4.4228877697791145
0404.602.440,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,63,,,,"Dambruggestraat 63, 2060 Antwerpen, Belgium",51.2205206,4.422851749956312
0404.605.014,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,15,,,,"Carnotstraat 15, 2060 Antwerpen, Belgium",51.21870463653966,4.423562912100614
0404.612.437,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,108,,,,"Bredastraat 108, 2060 Antwerpen, Belgium",51.234163074010816,4.423250797930664
0404.617.682,REGO,,,2060,Antwerpen,Antwerpen,Sint-Elisabethstraat,Sint-Elisabethstraat,69,,Sint-Elisabethstraat 69 (71,,"Sint-Elisabethstraat 69, 2060 Antwerpen, Belgium",51.223045,4.4244362381370745
0404.633.619,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,7,,,,"Lange Stuivenbergstraat 7, 2060 Antwerpen, Belgium",51.2258927,4.430164839547109
0404.640.844,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,12,,,,"Oudesteenweg 12, 2060 Antwerpen, Belgium",51.185080400000004,4.741013466481224
0404.642.230,REGO,,,2060,Antwerpen,Antwerpen,Schijnpoortweg,Schijnpoortweg,17,,,,"Schijnpoortweg 17, 2060 Antwerpen, Belgium",51.2274858,4.438565120604888
0404.656.977,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,17,,,,"Sint-Jansplein 17, 2060 Antwerpen, Belgium",51.2256488,4.41905293335455
0404.661.432,REGO,,,2060,Antwerpen,Antwerpen,Everaertsstraat,Everaertsstraat,12,,,,"Everaertsstraat 12, 2060 Antwerpen, Belgium",51.226740750000005,4.422732375439628
0404.668.162,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,53,,,,"Van Wesenbekestraat 53, 2060 Antwerpen, Belgium",51.2205788,4.420536196473756
0404.675.783,REGO,,,2060,Antwerpen,Antwerpen,Vlagstraat,Vlagstraat,43,,,,"Vlagstraat 43, 2060 Antwerpen, Belgium",51.22444245,4.438463087354945
0404.687.562,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,89-91,,,,"Lange Lobroekstraat 89-91, 2060 Antwerpen, Belgium",51.22970731228016,4.43192117331896
0404.719.137,REGO,,,2060,Antwerpen,Antwerpen,Brugstraat,Brugstraat,5,,,24-03-2023,"Brugstraat 5, 2060 Antwerpen, Belgium",51.226733949999996,4.4186340775374795
0404.729.035,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,9,5,,,"Osystraat 9, 2060 Antwerpen, Belgium",51.220527399999995,4.41751974287813
0404.737.547,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jobstraat,Sint-Jobstraat,23,,,,"Sint-Jobstraat 23, 2060 Antwerpen, Belgium",51.2291019,4.423252300552385
0404.741.012,REGO,,,2060,Antwerpen,Antwerpen,Lange Slachterijstraat,Lange Slachterijstraat,49,,,,"Lange Slachterijstraat 49, 2060 Antwerpen, Belgium",51.2290735,4.431784658625369
0404.741.606,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,33,,,,"Sint-Jansplein 33, 2060 Antwerpen, Belgium",51.22546615,4.417334066693053
0404.749.227,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,81,,,,"Oudesteenweg 81, 2060 Antwerpen, Belgium",51.16743285,4.485970814874252
0404.751.801,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,73,,,,"Bredastraat 73, 2060 Antwerpen, Belgium",51.233884,4.422701553466555
0404.757.343,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,135,,,,"Bredastraat 135, 2060 Antwerpen, Belgium",51.23667695,4.423975625186956
0404.769.023,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,9,,,,"Cassiersstraat 9, 2060 Antwerpen, Belgium",51.227289009779135,4.417767769036572
0404.776.149,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,32,,,,"IJzerlaan 32, 2060 Antwerpen, Belgium",51.1237421,4.545473983215993
0404.778.426,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,,"Van Aerdtstraat 33, 2060 Antwerpen, Belgium",51.228041250000004,4.416562279102927
0404.788.126,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,8,,,,"De Waghemakerestraat 8, 2060 Antwerpen, Belgium",51.2280152,4.414859655678196
0404.795.252,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,,"Van Aerdtstraat 33, 2060 Antwerpen, Belgium",51.228041250000004,4.416562279102927
0404.795.351,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,19,,,,"Cassiersstraat 19, 2060 Antwerpen, Belgium",51.2267015,4.4158646
0404.805.051,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,,"Van Aerdtstraat 33, 2060 Antwerpen, Belgium",51.228041250000004,4.416562279102927
0404.805.843,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,205,,,,"Lange Lobroekstraat 205, 2060 Antwerpen, Belgium",51.231395899999995,4.427670147216034
0404.815.741,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,8,,,,"Cassiersstraat 8, 2060 Antwerpen, Belgium",51.2262708,4.415449177297937
0404.842.663,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,106A,,,,"Viaduct-Dam 106A, 2060 Antwerpen, Belgium",51.23326295,4.424699666398414
0404.851.472,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,138,,,,"Viaduct-Dam 138, 2060 Antwerpen, Belgium",51.233082420575556,4.423650891546153
0404.859.390,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,139,,,,"Bredastraat 139, 2060 Antwerpen, Belgium",51.234163074010816,4.423250797930664
0404.871.862,REGO,,,2060,Antwerpen,Antwerpen,Noordschippersdok,Noordschippersdok,13,,,,"Noordschippersdok 13, 2060 Antwerpen, Belgium",51.23460865,4.428422790994322
0404.872.555,REGO,,,2060,Antwerpen,Antwerpen,Pothoekstraat,Pothoekstraat,6,,,,"Pothoekstraat 6, 2060 Antwerpen, Belgium",51.2204658,4.436523867242803
0404.880.275,REGO,,,2060,Antwerpen,Antwerpen,Essenstraat,Essenstraat,22-24,,,,"Essenstraat 22-24, 2060 Antwerpen, Belgium",51.2286519,4.422668218817687
0404.910.662,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,17,,,,"Muizenstraat 17, 2060 Antwerpen, Belgium",51.22249185,4.421373222735779
0404.911.256,REGO,,,2060,Antwerpen,Antwerpen,Noorderlaan,Noorderlaan,18,,,,"Noorderlaan 18, 2060 Antwerpen, Belgium",51.2350808,4.42043285
0404.932.933,REGO,,,2060,Antwerpen,Antwerpen,Nachtegaalstraat,Nachtegaalstraat,27,,,,"Nachtegaalstraat 27, 2060 Antwerpen, Belgium",51.22319995,4.423268010038354
0404.941.346,REGO,,,2060,Antwerpen,Antwerpen,Congresstraat,Congresstraat,37,2,,,"Congresstraat 37, 2060 Antwerpen, Belgium",51.21920485,4.426441203481008
0404.944.118,REGO,,,2060,Antwerpen,Antwerpen,Schaafstraat,Schaafstraat,12,,,,"Schaafstraat 12, 2060 Antwerpen, Belgium",51.22003325,4.422228679232283
0404.944.712,REGO,,,2060,Antwerpen,Antwerpen,Merksemsestraat,Merksemsestraat,25/29,,,,"Merksemsestraat 25/29, 2060 Antwerpen, Belgium",51.2358226877132,4.426036716246182
0404.955.303,REGO,,,2060,Antwerpen,Antwerpen,Merksemsestraat,Merksemsestraat,25-29,,,,"Merksemsestraat 25-29, 2060 Antwerpen, Belgium",51.2358226877132,4.426036716246182
0404.982.918,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,151,,,,"Bredastraat 151, 2060 Antwerpen, Belgium",51.2379983,4.423516818535827
0405.801.181,REGO,,,2060,Antwerpen,Antwerpen,Van Helmontstraat,Van Helmontstraat,30,,,,"Van Helmontstraat 30, 2060 Antwerpen, Belgium",51.22504455,4.435927059737153
0405.804.448,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,8,,,,"Offerandestraat 8, 2060 Antwerpen, Belgium",51.2195038,4.423872902713052
0406.317.855,REGO,,,2060,Antwerpen,Antwerpen,Sint-Elisabethstraat,Sint-Elisabethstraat,59,,,,"Sint-Elisabethstraat 59, 2060 Antwerpen, Belgium",51.2230594,4.423944885909279
0406.371.503,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,,"Van Aerdtstraat 33, 2060 Antwerpen, Belgium",51.228041250000004,4.416562279102927
0406.381.894,REGO,,,2060,Antwerpen,Antwerpen,Slachthuislaan,Slachthuislaan,21,A,,,"Slachthuislaan 21, 2060 Antwerpen, Belgium",51.23089845,4.435787539279023
0406.612.815,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,5,,,,"Van Arteveldestraat 5, 2060 Antwerpen, Belgium",51.2196156,4.419379825502778
0406.636.470,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,39,,,,"Pastorijstraat 39, 2060 Antwerpen, Belgium",51.21975515,4.433035323145626
0406.836.410,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,48,,,,"Van Arteveldestraat 48, 2060 Antwerpen, Belgium",51.22067945,4.420156699982348
0406.845.021,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,93,,,,"Dambruggestraat 93, 2060 Antwerpen, Belgium",51.2210795,4.422674263945642
0406.996.063,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,49,,,,"Lange Lobroekstraat 49, 2060 Antwerpen, Belgium",51.228961049999995,4.433040515746981
0407.617.853,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,89-91,,,,"Lange Lobroekstraat 89-91, 2060 Antwerpen, Belgium",51.22970731228016,4.43192117331896
0408.015.850,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,12,2,,,"Damplein 12, 2060 Antwerpen, Belgium",51.2318611,4.424996823440695
0408.034.260,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,23,,,,"Pastorijstraat 23, 2060 Antwerpen, Belgium",51.22009145,4.433356561374112
0408.144.920,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,22,,,,"Osystraat 22, 2060 Antwerpen, Belgium",51.22209615,4.418783740696013
0408.189.757,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,5,,,,"Muizenstraat 5, 2060 Antwerpen, Belgium",51.222268150000005,4.420973737719357
0408.280.027,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,24,,,,"Carnotstraat 24, 2060 Antwerpen, Belgium",51.21856545,4.423252508116192
0408.395.833,REGO,,,2060,Antwerpen,Antwerpen,Klappeistraat,Klappeistraat,91,,,14-04-2016,"Klappeistraat 91, 2060 Antwerpen, Belgium",51.21937315,4.430649810548941
0408.449.479,REGO,,,2060,Antwerpen,Antwerpen,Lange Kongostraat,Lange Kongostraat,6,,,,"Lange Kongostraat 6, 2060 Antwerpen, Belgium",51.223064050000005,4.437014345483995
0408.469.968,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,124,,,,"Bredastraat 124, 2060 Antwerpen, Belgium",51.23577075,4.4244534087457765
0408.508.669,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,74,,,,"Diepestraat 74, 2060 Antwerpen, Belgium",51.223696849999996,4.424000314723093
0408.510.847,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,169,,,,"Lange Beeldekensstraat 169, 2060 Antwerpen, Belgium",51.2213862,4.4290941
0408.609.530,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,37,,,04-10-2024,"Offerandestraat 37, 2060 Antwerpen, Belgium",51.2205304,4.425489545251715
0408.700.986,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,54-56,,,,"Lange Stuivenbergstraat 54-56, 2060 Antwerpen, Belgium",51.224693450000004,4.430935187252804
0408.861.136,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,139,,,,"Bredastraat 139, 2060 Antwerpen, Belgium",51.234163074010816,4.423250797930664
0409.524.991,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,165,,,,"Dambruggestraat 165, 2060 Antwerpen, Belgium",51.2240881,4.421567952487351
0409.533.703,REGO,,,2060,Antwerpen,Antwerpen,Lange Kongostraat,Lange Kongostraat,21,,,,"Lange Kongostraat 21, 2060 Antwerpen, Belgium",51.2232168,4.437736816162468
0409.533.901,REGO,,,2060,Antwerpen,Antwerpen,Lange Kongostraat,Lange Kongostraat,21,,,,"Lange Kongostraat 21, 2060 Antwerpen, Belgium",51.2232168,4.437736816162468
0409.551.420,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,56,,,,"Van Wesenbekestraat 56, 2060 Antwerpen, Belgium",51.220680849999994,4.421033483954155
0409.650.497,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,31-33,,,,"Van Maerlantstraat 31-33, 2060 Antwerpen, Belgium",51.223429144199315,4.417599484680834
0409.784.715,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,81,,,,"Oudesteenweg 81, 2060 Antwerpen, Belgium",51.16743285,4.485970814874252
0409.823.911,REGO,,,2060,Antwerpen,Antwerpen,Van Schoonhovenstraat,Van Schoonhovenstraat,3,,,,"Van Schoonhovenstraat 3, 2060 Antwerpen, Belgium",51.22020914046865,4.421793247276353
0409.824.307,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,8,,,,"Van Arteveldestraat 8, 2060 Antwerpen, Belgium",51.21959335,4.419982008161199
0409.887.257,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,33,,,,"Sint-Jansplein 33, 2060 Antwerpen, Belgium",51.22546615,4.417334066693053
0409.930.710,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,41,,,,"Pastorijstraat 41, 2060 Antwerpen, Belgium",51.21969325,4.433000073968097
0409.930.809,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,12,,,,"Damplein 12, 2060 Antwerpen, Belgium",51.2318611,4.424996823440695
0409.933.282,REGO,,,2060,Antwerpen,Antwerpen,Congresstraat,Congresstraat,40,,,,"Congresstraat 40, 2060 Antwerpen, Belgium",51.218782450000006,4.426809748862903
0410.001.380,REGO,,,2060,Antwerpen,Antwerpen,Van Stralenstraat,Van Stralenstraat,6,,,,"Van Stralenstraat 6, 2060 Antwerpen, Belgium",51.2197161,4.418889923267145
0410.008.607,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,66,,,,"Bredastraat 66, 2060 Antwerpen, Belgium",51.234163074010816,4.423250797930664
0410.023.849,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,33,,,,"Van Maerlantstraat 33, 2060 Antwerpen, Belgium",51.22348665,4.417850919317626
0410.042.358,REGO,,,2060,Antwerpen,Antwerpen,Jan Palfijnstraat,Jan Palfijnstraat,27,,,,"Jan Palfijnstraat 27, 2060 Antwerpen, Belgium",51.22336355,4.431263816480406
0410.236.061,REGO,,,2060,Antwerpen,Antwerpen,Brugstraat,Brugstraat,8,,,,"Brugstraat 8, 2060 Antwerpen, Belgium",51.29333825,4.5769126
0410.340.781,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,24,,,,"Van Wesenbekestraat 24, 2060 Antwerpen, Belgium",51.2198298,4.420976936167244
0410.407.790,REGO,,,2060,Antwerpen,Antwerpen,Alfons Engelsstraat,Alfons Engelsstraat,2,,,,"Alfons Engelsstraat 2, 2060 Antwerpen, Belgium",51.22688875,4.431942769193805
0410.425.014,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,24,,,,"Van Wesenbekestraat 24, 2060 Antwerpen, Belgium",51.2198298,4.420976936167244
0410.467.574,REGO,,,2060,Antwerpen,Antwerpen,Bisschopstraat,Bisschopstraat,39,,,,"Bisschopstraat 39, 2060 Antwerpen, Belgium",51.219352,4.425312186683133
0410.534.880,REGO,,,2060,Antwerpen,Antwerpen,Noordschippersdok,Noordschippersdok,5,,,,"Noordschippersdok 5, 2060 Antwerpen, Belgium",51.234772,4.428236847452386
0410.546.560,REGO,,,2060,Antwerpen,Antwerpen,Wetstraat,Wetstraat,52,,,,"Wetstraat 52, 2060 Antwerpen, Belgium",51.2199171,4.428754975656618
0410.556.260,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,150,,,,"Kerkstraat 150, 2060 Antwerpen, Belgium",51.2190854,4.434598169321328
0410.591.892,REGO,,,2060,Antwerpen,Antwerpen,Van Stralenstraat,Van Stralenstraat,4,,,,"Van Stralenstraat 4, 2060 Antwerpen, Belgium",51.219653,4.418865794147803
0410.680.677,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,17,,,,"Vondelstraat 17, 2060 Antwerpen, Belgium",51.2248478,4.4164472196753835
0410.704.631,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,226,,,,"Dambruggestraat 226, 2060 Antwerpen, Belgium",51.2248623,4.422080864504306
0410.726.308,REGO,,,2060,Antwerpen,Antwerpen,Violierstraat,Violierstraat,13,GV,,,"Violierstraat 13, 2060 Antwerpen, Belgium",51.22212945,4.417408223495201
0410.901.896,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,33,,,,"De Waghemakerestraat 33, 2060 Antwerpen, Belgium",51.22845585,4.416566902672373
0410.935.550,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,32,,,,"Van de Wervestraat 32, 2060 Antwerpen, Belgium",51.2279369,4.415654670363546
0410.939.807,REGO,,,2060,Antwerpen,Antwerpen,Onderwijsstraat,Onderwijsstraat,69,,,,"Onderwijsstraat 69, 2060 Antwerpen, Belgium",51.226276299999995,4.436052169456103
0410.943.270,REGO,,,2060,Antwerpen,Antwerpen,De Coninckplein,De Coninckplein,19,,,,"De Coninckplein 19, 2060 Antwerpen, Belgium",51.221800200000004,4.420127247690144
0410.971.380,REGO,,,2060,Antwerpen,Antwerpen,Korte Van Bloerstraat,Korte Van Bloerstraat,3,,,,"Korte Van Bloerstraat 3, 2060 Antwerpen, Belgium",51.22123725,4.431820537549979
0410.979.102,REGO,,,2060,Antwerpen,Antwerpen,Bisschopstraat,Bisschopstraat,19,,,,"Bisschopstraat 19, 2060 Antwerpen, Belgium",51.21932986789864,4.425574457944548
0410.985.436,REGO,,,2060,Antwerpen,Antwerpen,Schoolstraat,Schoolstraat,2,,,,"Schoolstraat 2, 2060 Antwerpen, Belgium",51.2247118,4.4318786179153955
0410.986.822,REGO,,,2060,Antwerpen,Antwerpen,Gemeentestraat,Gemeentestraat,-,37,LOKAAL DRIE K,,"Gemeentestraat -, 2060 Antwerpen, Belgium",51.21934925486448,4.418975424530912
0411.009.982,REGO,,,2060,Antwerpen,Antwerpen,Geraniumstraat,Geraniumstraat,20,,,,"Geraniumstraat 20, 2060 Antwerpen, Belgium",51.22602795,4.422747281753603
0411.010.279,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,2,,,,"Oudesteenweg 2, 2060 Antwerpen, Belgium",51.224799950000005,4.419204622105539
0411.048.584,REGO,,,2060,Antwerpen,Antwerpen,Meetingstraat,Meetingstraat,13,,,,"Meetingstraat 13, 2060 Antwerpen, Belgium",51.222038999999995,4.432535761039034
0411.098.470,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,18-20,,,,"Carnotstraat 18-20, 2060 Antwerpen, Belgium",51.2184548,4.423102339198871
0411.556.845,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,112,,,,"Offerandestraat 112, 2060 Antwerpen, Belgium",51.22120075,4.42742046850122
0411.805.184,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,17,,,,"Vondelstraat 17, 2060 Antwerpen, Belgium",51.2248478,4.4164472196753835
0411.970.777,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,11,,,,"Franklin Rooseveltplaats 11, 2060 Antwerpen, Belgium",51.2205817,4.418345542514761
0412.127.165,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,27,14,,,"Carnotstraat 27, 2060 Antwerpen, Belgium",51.21870463653966,4.423562912100614
0412.417.175,REGO,,,2060,Antwerpen,Antwerpen,Lange Van Bloerstraat,Lange Van Bloerstraat,90,,,,"Lange Van Bloerstraat 90, 2060 Antwerpen, Belgium",51.2204526,4.434023021740376
0412.435.783,REGO,,,2060,Antwerpen,Antwerpen,Lange Zavelstraat,Lange Zavelstraat,54,,,,"Lange Zavelstraat 54, 2060 Antwerpen, Belgium",51.22285755,4.427270031949195
0412.581.877,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,10-12,,,,"Osystraat 10-12, 2060 Antwerpen, Belgium",51.22184365,4.418620357701078
0412.714.610,REGO,,,2060,Antwerpen,Antwerpen,Lange Winkelhaakstraat,Lange Winkelhaakstraat,26,,,,"Lange Winkelhaakstraat 26, 2060 Antwerpen, Belgium",51.2196202,4.423041697291254
0412.855.358,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,31,,,,"Lange Beeldekensstraat 31, 2060 Antwerpen, Belgium",51.2214655,4.423121132991453
0413.037.381,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,151,,,,"Bredastraat 151, 2060 Antwerpen, Belgium",51.2379983,4.423516818535827
0413.162.293,REGO,,,2060,Antwerpen,Antwerpen,Duboisstraat,Duboisstraat,50,3.1,,,"Duboisstraat 50, 2060 Antwerpen, Belgium",51.2287126,4.418142098896569
0413.209.805,REGO,,,2060,Antwerpen,Antwerpen,Van Helmontstraat,Van Helmontstraat,29,,,,"Van Helmontstraat 29, 2060 Antwerpen, Belgium",51.225657999999996,4.435897783700435
