EntityNumber,TypeOfAddress,CountryNL,CountryFR,Zipcode,MunicipalityNL,MunicipalityFR,StreetNL,StreetFR,HouseNumber,Box,ExtraAddressInfo,DateStrikingOff,FullAddress,Latitude,Longitude
0647.889.031,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,1-3,,,,"Franklin Rooseveltplaats 1-3, 2060 Antwerpen, Belgium",51.21974175,4.418030237555012
0647.902.392,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,31-33,,Italiëlei 221,,"Osystraat 31-33, 2060 Antwerpen, Belgium",51.22115265,4.417790434146917
0647.906.649,REGO,,,2060,Antwerpen,Antwerpen,Klappeistraat,Klappeistraat,10,,,,"Klappeistraat 10, 2060 Antwerpen, Belgium",51.2207603,4.428839550442923
0647.923.574,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,88-96,,,,"Viaduct-Dam 88-96, 2060 Antwerpen, Belgium",51.23265585,4.424184252898721
0648.589.015,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,5,,,,"Muizenstraat 5, 2060 Antwerpen, Belgium",51.222268150000005,4.420973737719357
0648.660.378,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,25,,,,"Hardenvoort 25, 2060 Antwerpen, Belgium",51.23212108301637,4.4227514915833215
0648.996.316,REGO,,,2060,Antwerpen,Antwerpen,Regentstraat,Regentstraat,9A,,,,"Regentstraat 9A, 2060 Antwerpen, Belgium",51.2203685,4.427649653864901
0648.998.987,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,74,,,,"Van Wesenbekestraat 74, 2060 Antwerpen, Belgium",51.2211083,4.421006048642577
0649.423.809,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,126,,,,"Lange Beeldekensstraat 126, 2060 Antwerpen, Belgium",51.22132225,4.42678048009241
0649.478.049,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,8,,,,"Van Arteveldestraat 8, 2060 Antwerpen, Belgium",51.21959335,4.419982008161199
0649.518.334,REGO,,,2060,Antwerpen,Antwerpen,Selderstraat,Selderstraat,66,,,,"Selderstraat 66, 2060 Antwerpen, Belgium",51.22616935,4.431985209670331
0649.618.205,REGO,,,2060,Antwerpen,Antwerpen,Van Kerckhovenstraat,Van Kerckhovenstraat,51,,,,"Van Kerckhovenstraat 51, 2060 Antwerpen, Belgium",51.2261647,4.424758986955223
0649.806.364,REGO,,,2060,Antwerpen,Antwerpen,Lange Dijkstraat,Lange Dijkstraat,79,,,,"Lange Dijkstraat 79, 2060 Antwerpen, Belgium",51.22866375,4.419244790319026
0650.734.002,REGO,,,2060,Antwerpen,Antwerpen,Van Stralenstraat,Van Stralenstraat,19,13,,,"Van Stralenstraat 19, 2060 Antwerpen, Belgium",51.2220136,4.419127502891692
0650.947.204,REGO,,,2060,Antwerpen,Antwerpen,Lange Zavelstraat,Lange Zavelstraat,55,,,,"Lange Zavelstraat 55, 2060 Antwerpen, Belgium",51.22284915,4.427596727028808
0651.673.120,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,86-88,,,,"Handelstraat 86-88, 2060 Antwerpen, Belgium",51.223646,4.4291916
0651.714.195,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,166,,,,"Lange Beeldekensstraat 166, 2060 Antwerpen, Belgium",51.2211463,4.429557564418939
0651.721.323,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,97,,,,"Osystraat 97, 2060 Antwerpen, Belgium",51.22360605,4.418792526745513
0651.733.892,REGO,,,2060,Antwerpen,Antwerpen,Van Kerckhovenstraat,Van Kerckhovenstraat,41,,,,"Van Kerckhovenstraat 41, 2060 Antwerpen, Belgium",51.2260905,4.424484842214387
0652.667.864,REGO,,,2060,Antwerpen,Antwerpen,Duboisstraat,Duboisstraat,9,1,,,"Duboisstraat 9, 2060 Antwerpen, Belgium",51.228839199999996,4.4146716705986755
0652.727.549,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,15,,,,"Carnotstraat 15, 2060 Antwerpen, Belgium",51.21813609367064,4.425937330785804
0652.861.567,REGO,,,2060,Antwerpen,Antwerpen,Lange Ypermanstraat,Lange Ypermanstraat,39,,,,"Lange Ypermanstraat 39, 2060 Antwerpen, Belgium",51.22293525,4.432227514214237
0652.887.895,REGO,,,2060,Antwerpen,Antwerpen,Samberstraat,Samberstraat,7,,,,"Samberstraat 7, 2060 Antwerpen, Belgium",51.232583399999996,4.4269671903225944
0652.967.772,REGO,,,2060,Antwerpen,Antwerpen,Richardstraat,Richardstraat,11,,,,"Richardstraat 11, 2060 Antwerpen, Belgium",51.2240333,4.421118252955011
0652.989.845,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,127,,,,"Kerkstraat 127, 2060 Antwerpen, Belgium",51.2193801,4.4336665259254
0653.733.775,REGO,,,2060,Antwerpen,Antwerpen,Familiestraat,Familiestraat,37,,,,"Familiestraat 37, 2060 Antwerpen, Belgium",51.226022549999996,4.434241489807419
0653.816.721,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,339,,Lange Dijkstraat 100,,"Dambruggestraat 339, 2060 Antwerpen, Belgium",51.2273202,4.4220462
0653.827.114,REGO,,,2060,Antwerpen,Antwerpen,Violetstraat,Violetstraat,61,24,,,"Violetstraat 61, 2060 Antwerpen, Belgium",51.221271099999996,4.433697782942081
0653.881.849,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,138,,,,"Lange Beeldekensstraat 138, 2060 Antwerpen, Belgium",51.22119875,4.428102433771371
0653.888.876,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,48,,,,"IJzerlaan 48, 2060 Antwerpen, Belgium",51.23464695,4.424449396785466
0653.913.721,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,151,,,,"Dambruggestraat 151, 2060 Antwerpen, Belgium",51.22294685,4.421543752860202
0654.749.010,REGO,,,2060,Antwerpen,Antwerpen,Van Stralenstraat,Van Stralenstraat,23-25,,,,"Van Stralenstraat 23-25, 2060 Antwerpen, Belgium",51.22210165,4.419118009117647
0654.926.182,REGO,,,2060,Antwerpen,Antwerpen,Rotterdamstraat,Rotterdamstraat,42,,,,"Rotterdamstraat 42, 2060 Antwerpen, Belgium",51.22318885,4.419297698724666
0654.939.050,REGO,,,2060,Antwerpen,Antwerpen,Erwtenstraat,Erwtenstraat,38,,,,"Erwtenstraat 38, 2060 Antwerpen, Belgium",51.2256417,4.432809579862612
0654.939.446,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,57,2,,,"Sint-Jansplein 57, 2060 Antwerpen, Belgium",51.2253645,4.416569638299996
0654.951.126,REGO,,,2060,Antwerpen,Antwerpen,Pothoekstraat,Pothoekstraat,83,,,,"Pothoekstraat 83, 2060 Antwerpen, Belgium",51.2222227,4.436664970943369
0654.965.972,REGO,,,2060,Antwerpen,Antwerpen,Pionierstraat,Pionierstraat,17,,,,"Pionierstraat 17, 2060 Antwerpen, Belgium",51.2247887,4.426658867506642
0655.663.085,REGO,,,2060,Antwerpen,Antwerpen,Wetstraat,Wetstraat,1,,,,"Wetstraat 1, 2060 Antwerpen, Belgium",51.221264149999996,4.427856572080769
0655.739.794,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,3,,,"Franklin Rooseveltplaats 12, 2060 Antwerpen, Belgium",51.218998400000004,4.417733244247417
0655.791.561,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,120,,,,"Carnotstraat 120, 2060 Antwerpen, Belgium",51.2175304,4.427058943374368
0655.903.310,REGO,,,2060,Antwerpen,Antwerpen,Onderwijsstraat,Onderwijsstraat,36 (glv),,,,"Onderwijsstraat 36 (glv), 2060 Antwerpen, Belgium",,
0655.927.262,REGO,,,2060,Antwerpen,Antwerpen,Lange Dijkstraat,Lange Dijkstraat,18,,,,"Lange Dijkstraat 18, 2060 Antwerpen, Belgium",51.22700775,4.418371824500014
0655.940.031,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,19,,,11-03-2024,"Lange Beeldekensstraat 19, 2060 Antwerpen, Belgium",51.2213895,4.42235692542533
0655.956.164,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,13,,,,"Sint-Jansplein 13, 2060 Antwerpen, Belgium",51.2256505,4.418653478174024
0655.959.827,REGO,,,2060,Antwerpen,Antwerpen,Slachthuislaan,Slachthuislaan,19,,,,"Slachthuislaan 19, 2060 Antwerpen, Belgium",51.2313492,4.43486701199321
0655.969.527,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,80,,,,"Diepestraat 80, 2060 Antwerpen, Belgium",51.22352375,4.42433130355308
0656.491.545,REGO,,,2060,Antwerpen,Antwerpen,Veldstraat,Veldstraat,71,,,,"Veldstraat 71, 2060 Antwerpen, Belgium",51.226299850000004,4.4323227109237076
0656.503.423,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,3A,,,,"IJzerlaan 3A, 2060 Antwerpen, Belgium",51.236469400000004,4.423188499999992
0656.530.642,REGO,,,2060,Antwerpen,Antwerpen,Duboisstraat,Duboisstraat,50,1.3,,,"Duboisstraat 50, 2060 Antwerpen, Belgium",51.2287126,4.418142098896569
0656.574.390,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,120,601,,,"Bredastraat 120, 2060 Antwerpen, Belgium",51.2382832,4.4247631
0656.681.387,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,29,,,,"Sint-Jansplein 29, 2060 Antwerpen, Belgium",51.224512000000004,4.418884378387213
0656.903.992,REGO,,,2060,Antwerpen,Antwerpen,Schijnpoortweg,Schijnpoortweg,11,,,,"Schijnpoortweg 11, 2060 Antwerpen, Belgium",51.227392249999994,4.438336120311418
0656.949.029,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,115,,,,"Oudesteenweg 115, 2060 Antwerpen, Belgium",51.2274159,4.4218179806254
0657.945.654,REGO,,,2060,Antwerpen,Antwerpen,Klappeistraat,Klappeistraat,57,,,,"Klappeistraat 57, 2060 Antwerpen, Belgium",51.220095549999996,4.4301638408893105
0657.946.842,REGO,,,2060,Antwerpen,Antwerpen,Lange Dijkstraat,Lange Dijkstraat,92,2,,,"Lange Dijkstraat 92, 2060 Antwerpen, Belgium",51.2290303,4.4201695543018875
0657.947.139,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,222,,,,"Lange Beeldekensstraat 222, 2060 Antwerpen, Belgium",51.22140275,4.43205078827645
0658.839.539,REGO,,,2060,Antwerpen,Antwerpen,Biekorfstraat,Biekorfstraat,59,,,,"Biekorfstraat 59, 2060 Antwerpen, Belgium",51.2282748,4.426149364263875
0658.859.731,REGO,,,2060,Antwerpen,Antwerpen,Samberstraat,Samberstraat,69B,,,,"Samberstraat 69B, 2060 Antwerpen, Belgium",51.2326848,4.4283114
0658.965.441,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,55,A,,,"Handelstraat 55, 2060 Antwerpen, Belgium",51.223836199999994,4.429365263327259
0658.997.907,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,50,,,,"Carnotstraat 50, 2060 Antwerpen, Belgium",51.218259849999995,4.424391477253133
0659.700.067,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,20,301,,,"Van de Wervestraat 20, 2060 Antwerpen, Belgium",51.2281896,4.4158335
0659.709.272,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,76,101,,,"Carnotstraat 76, 2060 Antwerpen, Belgium",51.218006599999995,4.425343035762705
0659.712.440,REGO,,,2060,Antwerpen,Antwerpen,Klappeistraat,Klappeistraat,14,,,,"Klappeistraat 14, 2060 Antwerpen, Belgium",51.22092535,4.429211378999522
0659.724.813,REGO,,,2060,Antwerpen,Antwerpen,Walenstraat,Walenstraat,37,,,,"Walenstraat 37, 2060 Antwerpen, Belgium",51.224992,4.4244112736842105
0659.775.588,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,90,,,,"Dambruggestraat 90, 2060 Antwerpen, Belgium",51.22119835,4.422986710991379
0659.983.050,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,21,,,"Franklin Rooseveltplaats 12, 2060 Antwerpen, Belgium",51.218998400000004,4.417733244247417
0660.831.108,REGO,,,2060,Antwerpen,Antwerpen,Ellermanstraat,Ellermanstraat,54,,,,"Ellermanstraat 54, 2060 Antwerpen, Belgium",51.22956655,4.4183409000000005
0661.657.289,REGO,,,2060,Antwerpen,Antwerpen,Van Schoonhovenstraat,Van Schoonhovenstraat,10,,,,"Van Schoonhovenstraat 10, 2060 Antwerpen, Belgium",51.21919575,4.422047420176867
0661.690.844,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,39,,,,"Dambruggestraat 39, 2060 Antwerpen, Belgium",51.2199455,4.4231572175290115
0661.740.829,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,39,,,,"Dambruggestraat 39, 2060 Antwerpen, Belgium",51.2199455,4.4231572175290115
0661.742.710,REGO,,,2060,Antwerpen,Antwerpen,Constitutiestraat,Constitutiestraat,16/18,,volgens akte: postcode 2018,,"Constitutiestraat 16/18, 2060 Antwerpen, Belgium",51.22024935,4.42662198442679
0661.748.153,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,238-240,,,,"Lange Beeldekensstraat 238-240, 2060 Antwerpen, Belgium",51.2214728,4.4249604
0661.748.351,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,19,,,,"Kerkstraat 19, 2060 Antwerpen, Belgium",51.21793585,4.428511708390369
0661.810.016,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,53,,,,"Dambruggestraat 53, 2060 Antwerpen, Belgium",51.22027645,4.423048799278968
0662.642.830,REGO,,,2060,Antwerpen,Antwerpen,Rotterdamstraat,Rotterdamstraat,28,,,,"Rotterdamstraat 28, 2060 Antwerpen, Belgium",51.223767699999996,4.418460382135818
0662.882.855,REGO,,,2060,Antwerpen,Antwerpen,Van Kerckhovenstraat,Van Kerckhovenstraat,49,,,,"Van Kerckhovenstraat 49, 2060 Antwerpen, Belgium",51.2261375,4.42470575200247
0663.549.284,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,50,,,,"Osystraat 50, 2060 Antwerpen, Belgium",51.2228382,4.419002378409321
0663.667.961,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,129,,,14-10-2021,"Dambruggestraat 129, 2060 Antwerpen, Belgium",51.2220712,4.421957523010445
0663.668.258,REGO,,,2060,Antwerpen,Antwerpen,Van Kerckhovenstraat,Van Kerckhovenstraat,69,,,,"Van Kerckhovenstraat 69, 2060 Antwerpen, Belgium",51.22632795,4.425609802764752
0663.677.166,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,130,,,,"Dambruggestraat 130, 2060 Antwerpen, Belgium",51.222364299999995,4.422259390425525
0663.688.153,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,2-4,,,,"Viaduct-Dam 2-4, 2060 Antwerpen, Belgium",51.233082420575556,4.423650891546153
0663.779.512,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,5,,,,"Hardenvoort 5, 2060 Antwerpen, Belgium",51.2320194,4.423204868951264
0663.862.555,REGO,,,2060,Antwerpen,Antwerpen,Constitutiestraat,Constitutiestraat,53,,,,"Constitutiestraat 53, 2060 Antwerpen, Belgium",51.219549900000004,4.427743771655131
0664.548.978,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,92,,,,"Viaduct-Dam 92, 2060 Antwerpen, Belgium",51.233082420575556,4.423650891546153
0664.581.444,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,41,,,,"Osystraat 41, 2060 Antwerpen, Belgium",51.22138025,4.417847123834406
0664.584.414,REGO,,,2060,Antwerpen,Antwerpen,Viséstraat,Viséstraat,106-108,,Stuivenbergplein 35,,"Viséstraat 106-108, 2060 Antwerpen, Belgium",51.22914040853582,4.424191933290885
0664.696.359,REGO,,,2060,Antwerpen,Antwerpen,Brugstraat,Brugstraat,5,18,,25-04-2023,"Brugstraat 5, 2060 Antwerpen, Belgium",51.226733949999996,4.4186340775374795
0664.770.989,REGO,,,2060,Antwerpen,Antwerpen,Oranjestraat,Oranjestraat,54A/11,,,,"Oranjestraat 54A/11, 2060 Antwerpen, Belgium",51.22841022094744,4.424736128630702
0664.825.132,REGO,,,2060,Antwerpen,Antwerpen,Duinstraat,Duinstraat,117,,,,"Duinstraat 117, 2060 Antwerpen, Belgium",51.22274625,4.432044713340151
0664.872.345,REGO,,,2060,Antwerpen,Antwerpen,Korte Dijkstraat,Korte Dijkstraat,35,,,,"Korte Dijkstraat 35, 2060 Antwerpen, Belgium",51.228561850000006,4.4212274788801365
0665.610.436,REGO,,,2060,Antwerpen,Antwerpen,De Marbaixstraat,De Marbaixstraat,48,,,,"De Marbaixstraat 48, 2060 Antwerpen, Belgium",51.2283409,4.437232913438131
0665.617.859,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,2,,,,"Oudesteenweg 2, 2060 Antwerpen, Belgium",51.224799950000005,4.419204622105539
0665.620.532,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,31,,,,"Van Wesenbekestraat 31, 2060 Antwerpen, Belgium",51.22007845,4.420485800925926
0665.664.577,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,183,,,,"Dambruggestraat 183, 2060 Antwerpen, Belgium",51.220560226569546,4.423107319661086
0665.832.051,REGO,,,2060,Antwerpen,Antwerpen,Korte Zavelstraat,Korte Zavelstraat,11/13,,,,"Korte Zavelstraat 11/13, 2060 Antwerpen, Belgium",51.223176800000005,4.425999865114744
0665.905.592,REGO,,,2060,Antwerpen,Antwerpen,Herderstraat,Herderstraat,5,3,,29-03-2023,"Herderstraat 5, 2060 Antwerpen, Belgium",51.2234859,4.42947150625
0666.407.222,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,320,,,,"Lange Beeldekensstraat 320, 2060 Antwerpen, Belgium",51.22232835,4.436501386869988
0666.493.829,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,1,A,,,"Franklin Rooseveltplaats 1, 2060 Antwerpen, Belgium",51.220332400000004,4.4169808776536525
0666.675.357,REGO,,,2060,Antwerpen,Antwerpen,Korte Zavelstraat,Korte Zavelstraat,3,,,,"Korte Zavelstraat 3, 2060 Antwerpen, Belgium",51.2231498,4.42574373999437
0666.790.866,REGO,,,2060,Antwerpen,Antwerpen,Everaertsstraat,Everaertsstraat,103,,,,"Everaertsstraat 103, 2060 Antwerpen, Belgium",51.22769625,4.427301923417019
0666.793.737,REGO,,,2060,Antwerpen,Antwerpen,De Pretstraat,De Pretstraat,41,,,,"De Pretstraat 41, 2060 Antwerpen, Belgium",51.2275934,4.417479235272728
0666.865.694,REGO,,,2060,Antwerpen,Antwerpen,Gasstraat,Gasstraat,88,,,,"Gasstraat 88, 2060 Antwerpen, Belgium",51.2248539,4.425249967274678
0666.919.045,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,,,,"Franklin Rooseveltplaats 12, 2060 Antwerpen, Belgium",51.218998400000004,4.417733244247417
0666.919.441,REGO,,,2060,Antwerpen,Antwerpen,De Coninckplein,De Coninckplein,13,,,,"De Coninckplein 13, 2060 Antwerpen, Belgium",51.22159550000001,4.419796905965137
0667.619.128,REGO,,,2060,Antwerpen,Antwerpen,Dijlestraat,Dijlestraat,2-4,,,,"Dijlestraat 2-4, 2060 Antwerpen, Belgium",51.23169877349001,4.430679749227657
0667.640.112,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,4,,,,"Van Arteveldestraat 4, 2060 Antwerpen, Belgium",51.21947365,4.41977596722961
0667.644.070,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,100,201,,,"Bredastraat 100, 2060 Antwerpen, Belgium",51.23433085,4.423660088980581
0667.732.756,REGO,,,2060,Antwerpen,Antwerpen,Pollepelstraat,Pollepelstraat,12,,,,"Pollepelstraat 12, 2060 Antwerpen, Belgium",51.2212672,4.432409274880383
0667.765.717,REGO,,,2060,Antwerpen,Antwerpen,Lovelingstraat,Lovelingstraat,50,,,,"Lovelingstraat 50, 2060 Antwerpen, Belgium",51.2197515,4.431584694833598
0667.806.891,REGO,,,2060,Antwerpen,Antwerpen,Korte Zavelstraat,Korte Zavelstraat,8,,,,"Korte Zavelstraat 8, 2060 Antwerpen, Belgium",51.22289875,4.426355677795954
0668.364.246,REGO,,,2060,Antwerpen,Antwerpen,Lange Van Sterbeeckstraat,Lange Van Sterbeeckstraat,15,,,,"Lange Van Sterbeeckstraat 15, 2060 Antwerpen, Belgium",51.224112649999995,4.424787068291372
0668.434.918,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,8,19,,,"Van de Wervestraat 8, 2060 Antwerpen, Belgium",51.229186999999996,4.415167079659872
0668.500.640,REGO,,,2060,Antwerpen,Antwerpen,Van Kerckhovenstraat,Van Kerckhovenstraat,89,,,13-12-2019,"Van Kerckhovenstraat 89, 2060 Antwerpen, Belgium",51.22644545,4.426375611072112
0668.547.160,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,347,405,,,"Dambruggestraat 347, 2060 Antwerpen, Belgium",51.22966085,4.420874352803733
0668.614.367,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,11,,,,"Carnotstraat 11, 2060 Antwerpen, Belgium",51.2190103,4.422255728118008
0668.692.363,REGO,,,2060,Antwerpen,Antwerpen,Pothoekstraat,Pothoekstraat,121A,,,,"Pothoekstraat 121A, 2060 Antwerpen, Belgium",51.2251403,4.436358963601355
0668.729.480,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,8,19,,,"Van de Wervestraat 8, 2060 Antwerpen, Belgium",51.229186999999996,4.415167079659872
0668.743.734,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,98,1,,,"Viaduct-Dam 98, 2060 Antwerpen, Belgium",51.2328292,4.424100668713569
0668.787.581,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,77,,,13-07-2023,"Van Maerlantstraat 77, 2060 Antwerpen, Belgium",51.22253241555168,4.41794079066973
0668.892.105,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,57,,,,"Diepestraat 57, 2060 Antwerpen, Belgium",51.2237808,4.424342780854177
0668.898.736,REGO,,,2060,Antwerpen,Antwerpen,Gasstraat,Gasstraat,23,1,,,"Gasstraat 23, 2060 Antwerpen, Belgium",51.2263555,4.425337181409003
0668.947.434,REGO,,,2060,Antwerpen,Antwerpen,Gasstraat,Gasstraat,16,,,,"Gasstraat 16, 2060 Antwerpen, Belgium",51.22678345,4.424827991732805
0669.545.468,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,3,101,,,"Hardenvoort 3, 2060 Antwerpen, Belgium",51.23185795,4.4238530455628196
0669.581.892,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,13,,,"Franklin Rooseveltplaats 12, 2060 Antwerpen, Belgium",51.218998400000004,4.417733244247417
0669.736.696,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,11,,,,"Osystraat 11, 2060 Antwerpen, Belgium",51.22063075,4.4174705663494525
0669.743.329,REGO,,,2060,Antwerpen,Antwerpen,Violetstraat,Violetstraat,17,,,,"Violetstraat 17, 2060 Antwerpen, Belgium",51.2211115,4.435727111626196
0669.785.097,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,225,201,,,"Lange Beeldekensstraat 225, 2060 Antwerpen, Belgium",51.22209620282702,4.434856199398703
0669.863.192,REGO,,,2060,Antwerpen,Antwerpen,Lange Winkelhaakstraat,Lange Winkelhaakstraat,26,,,,"Lange Winkelhaakstraat 26, 2060 Antwerpen, Belgium",51.2196202,4.423041697291254
0669.881.703,REGO,,,2060,Antwerpen,Antwerpen,Walenstraat,Walenstraat,27,,,,"Walenstraat 27, 2060 Antwerpen, Belgium",51.22476075,4.42447705218812
0670.430.445,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,24,,,"Franklin Rooseveltplaats 12, 2060 Antwerpen, Belgium",51.218998400000004,4.417733244247417
0670.533.383,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,33,201,,,"Oudesteenweg 33, 2060 Antwerpen, Belgium",51.16766425,4.482761087322327
0670.613.953,REGO,,,2060,Antwerpen,Antwerpen,Lange Zavelstraat,Lange Zavelstraat,38,,,,"Lange Zavelstraat 38, 2060 Antwerpen, Belgium",51.22379529477856,4.427539585808589
0670.617.616,REGO,,,2060,Antwerpen,Antwerpen,Lange Van Bloerstraat,Lange Van Bloerstraat,68,,,,"Lange Van Bloerstraat 68, 2060 Antwerpen, Belgium",51.22070195,4.433223541389054
0670.693.137,REGO,,,2060,Antwerpen,Antwerpen,Ellermanstraat,Ellermanstraat,56,,,,"Ellermanstraat 56, 2060 Antwerpen, Belgium",51.22961995,4.418418460818385
0670.727.383,REGO,,,2060,Antwerpen,Antwerpen,Oranjestraat,Oranjestraat,56,,,,"Oranjestraat 56, 2060 Antwerpen, Belgium",51.2274333,4.4210495904701395
0670.740.647,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,26,,,,"Lange Lobroekstraat 26, 2060 Antwerpen, Belgium",51.227749200000005,4.436682398549868
0670.879.021,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,54,102,,,"IJzerlaan 54, 2060 Antwerpen, Belgium",51.1239383,4.546824025463231
0670.896.441,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,41,,,,"Sint-Jansplein 41, 2060 Antwerpen, Belgium",51.22450605,4.417620049240751
0670.979.682,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,6,,,,"Kerkstraat 6, 2060 Antwerpen, Belgium",51.166591600000004,4.463997641732455
0671.602.066,REGO,,,2060,Antwerpen,Antwerpen,Jan Palfijnstraat,Jan Palfijnstraat,25,301,,,"Jan Palfijnstraat 25, 2060 Antwerpen, Belgium",51.223477450000004,4.431386576863513
0671.608.303,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,7 GLV,,,,"Dambruggestraat 7 GLV, 2060 Antwerpen, Belgium",,
