EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
0404.805.051,1,2008,52241,MAIN
0404.805.051,1,2008,49410,SECO
0404.805.051,1,2003,63111,MAIN
0404.805.051,1,2003,60242,SECO
0404.805.051,6,2003,63122,MAIN
0404.805.843,1,2008,47730,MAIN
0404.805.843,1,2008,47740,SECO
0404.805.843,1,2003,52310,MAIN
0404.805.843,1,2003,52320,SECO
0404.851.472,6,2008,56102,MAIN
0404.851.472,1,2008,56102,MAIN
0404.851.472,1,2003,55302,MAIN
0404.851.472,6,2003,55302,MAIN
0404.859.390,6,2008,46900,MAIN
0404.859.390,1,2008,46900,MAIN
0404.859.390,1,2003,51900,MAIN
0404.859.390,6,2003,51900,MAIN
0404.871.862,6,2008,46699,MAIN
0404.871.862,1,2008,26510,MAIN
0404.871.862,1,2008,46699,SECO
0404.871.862,1,2008,95290,SECO
0404.871.862,1,2003,33201,MAIN
0404.871.862,1,2003,51873,SECO
0404.871.862,1,2003,52740,SECO
0404.871.862,6,2003,51872,MAIN
0404.880.275,1,2008,32200,MAIN
0404.880.275,1,2003,36300,MAIN
0404.941.346,6,2008,45201,MAIN
0404.941.346,1,2008,45201,MAIN
0404.941.346,1,2008,45113,SECO
0404.941.346,1,2008,52210,SECO
0404.941.346,1,2003,50200,MAIN
0404.941.346,1,2003,50103,SECO
0404.941.346,1,2003,63210,SECO
0404.941.346,6,2003,50200,MAIN
0404.944.712,6,2008,46694,MAIN
0404.944.712,1,2008,46610,MAIN
0404.944.712,1,2008,25110,SECO
0404.944.712,1,2008,95290,SECO
0404.944.712,1,2003,51880,MAIN
0404.944.712,1,2003,28110,SECO
0404.944.712,1,2003,52740,SECO
0404.944.712,6,2003,51872,MAIN
0404.982.918,6,2008,46694,MAIN
0404.982.918,1,2008,46694,MAIN
0404.982.918,1,2003,63111,MAIN
0404.982.918,6,2003,35110,MAIN
0406.371.503,6,2008,52241,MAIN
0406.371.503,1,2008,52241,MAIN
0406.371.503,1,2003,63404,MAIN
0406.371.503,6,2003,63111,MAIN
0406.381.894,6,2008,29320,MAIN
0406.381.894,1,2008,25120,MAIN
0406.381.894,1,2008,28220,SECO
0406.381.894,1,2008,28300,SECO
0406.381.894,1,2008,28920,SECO
0406.381.894,1,2008,33120,SECO
0406.381.894,1,2008,45113,SECO
0406.381.894,1,2008,45201,SECO
0406.381.894,1,2008,45203,SECO
0406.381.894,1,2008,45204,SECO
0406.381.894,1,2008,45209,SECO
0406.381.894,1,2003,51871,MAIN
0406.381.894,6,2003,34300,MAIN
0406.996.063,6,2008,46321,MAIN
0406.996.063,1,2008,46321,MAIN
0406.996.063,1,2003,51321,MAIN
0406.996.063,6,2003,51321,MAIN
0407.617.853,6,2008,82110,MAIN
0407.617.853,1,2008,82110,MAIN
0407.617.853,1,2003,74854,MAIN
0407.617.853,6,2003,74854,MAIN
0408.469.968,1,2008,46499,MAIN
0408.469.968,1,2003,51478,MAIN
0409.784.715,6,2008,85204,MAIN
0409.784.715,6,2003,80104,MAIN
0409.930.809,1,2008,88996,MAIN
0409.930.809,1,2008,88999,SECO
0411.098.470,1,2008,47721,MAIN
0411.098.470,1,2008,46412,SECO
0411.098.470,1,2003,52421,MAIN
0411.098.470,1,2003,51410,SECO
0412.127.165,1,2008,41201,MAIN
0412.127.165,1,2003,45211,MAIN
0412.714.610,6,2008,94992,MAIN
0412.714.610,1,2008,94992,MAIN
0412.714.610,1,2008,94999,SECO
0412.714.610,6,2003,91330,MAIN
0413.037.381,6,2008,25930,MAIN
0413.037.381,1,2008,46900,MAIN
0413.037.381,1,2003,51900,MAIN
0413.037.381,6,2003,28742,MAIN
0413.162.293,6,2008,26400,MAIN
0413.162.293,1,2008,46431,MAIN
0413.162.293,1,2008,26110,SECO
0413.162.293,1,2003,32100,MAIN
0413.162.293,6,2003,32300,MAIN
0413.209.805,6,2008,85314,MAIN
0413.209.805,6,2003,80214,MAIN
0413.656.894,6,2008,46180,MAIN
0413.656.894,1,2008,46160,MAIN
0413.656.894,1,2008,46412,SECO
0413.656.894,1,2003,51160,MAIN
0413.656.894,6,2003,51180,MAIN
0413.751.025,6,2008,46693,MAIN
0413.751.025,1,2008,46620,MAIN
0413.751.025,1,2003,51810,MAIN
0413.751.025,6,2003,51871,MAIN
0414.420.028,6,2008,10110,MAIN
0414.420.028,1,2008,46321,MAIN
0414.420.028,1,2003,51321,MAIN
0414.420.028,6,2003,15111,MAIN
0414.572.753,6,2008,94999,MAIN
0414.572.753,1,2008,59140,MAIN
0414.572.753,1,2008,56301,SECO
0414.572.753,1,2008,90041,SECO
0414.572.753,6,2003,91330,MAIN
0415.050.033,1,2008,93110,MAIN
0415.050.033,1,2008,68203,SECO
0415.050.033,1,2003,92613,MAIN
0415.050.033,1,2003,70203,SECO
0415.615.603,6,2008,70220,MAIN
0415.615.603,1,2008,62090,MAIN
0415.615.603,1,2008,62010,SECO
0415.615.603,1,2008,63110,SECO
0415.615.603,1,2008,69202,SECO
0415.615.603,1,2008,70220,SECO
0415.615.603,1,2008,77399,SECO
0415.615.603,1,2003,63111,MAIN
0415.615.603,1,2003,71340,SECO
0415.615.603,1,2003,72220,SECO
0415.615.603,1,2003,72300,SECO
0415.615.603,1,2003,74121,SECO
0415.615.603,6,2003,74142,MAIN
0416.594.016,6,2008,52290,MAIN
0416.594.016,1,2008,82110,MAIN
0416.594.016,1,2003,74855,MAIN
0416.594.016,6,2003,63401,MAIN
0416.639.348,6,2008,88993,MAIN
0416.639.348,6,2003,85120,MAIN
0416.737.536,6,2008,79110,MAIN
0416.737.536,1,2008,79110,MAIN
0416.737.536,1,2003,63301,MAIN
0416.737.536,6,2003,63301,MAIN
0416.747.236,6,2008,47112,MAIN
0416.747.236,1,2008,47299,MAIN
0416.747.236,1,2003,52272,MAIN
0416.747.236,6,2003,52112,MAIN
0417.267.670,6,2008,46699,MAIN
0417.267.670,1,2008,46900,MAIN
0417.267.670,1,2008,47521,SECO
0417.267.670,1,2003,51532,MAIN
0417.267.670,1,2003,52461,SECO
0417.267.670,6,2003,51873,MAIN
0417.371.402,6,2008,52290,MAIN
0417.371.402,1,2008,52290,MAIN
0417.371.402,1,2003,63403,MAIN
0417.371.402,6,2003,63401,MAIN
0417.388.624,1,2008,47591,MAIN
0417.388.624,1,2003,52441,MAIN
0417.768.508,1,2008,43333,MAIN
0417.768.508,1,2003,45433,MAIN
0419.028.122,6,2008,94999,MAIN
0419.028.122,1,2008,18120,MAIN
0419.028.122,1,2003,22220,MAIN
0419.028.122,6,2003,91330,MAIN
0419.148.678,1,2008,70210,MAIN
0419.148.678,1,2003,74141,MAIN
0420.405.225,6,2008,88999,MAIN
0420.405.225,1,2008,85323,MAIN
0420.405.225,6,2003,85323,MAIN
0420.516.081,6,2008,52290,MAIN
0420.516.081,1,2008,52241,MAIN
0420.516.081,1,2003,52740,MAIN
0420.516.081,1,2003,50104,SECO
0420.516.081,1,2003,71340,SECO
0420.624.959,1,2008,1110,MAIN
0420.624.959,1,2008,1410,SECO
0420.624.959,1,2008,1462,SECO
0420.624.959,1,2008,1471,SECO
0420.624.959,1,2008,46231,SECO
0420.624.959,1,2008,46322,SECO
0420.624.959,1,2003,1110,MAIN
0420.624.959,1,2003,1210,SECO
0420.624.959,1,2003,1232,SECO
0420.624.959,1,2003,1241,SECO
0420.624.959,1,2003,51230,SECO
0420.624.959,1,2003,51322,SECO
0420.799.361,6,2008,46693,MAIN
0420.799.361,1,2008,46620,MAIN
0420.799.361,1,2003,51810,MAIN
0420.799.361,6,2003,51871,MAIN
0421.722.346,6,2008,88999,MAIN
0421.722.346,1,2008,88999,MAIN
0421.722.346,6,2003,85323,MAIN
0421.794.107,1,2008,45113,MAIN
0421.794.107,1,2008,45201,MAIN
0421.794.107,1,2003,50103,MAIN
0422.658.197,6,2008,79110,MAIN
0422.658.197,1,2008,79110,MAIN
0422.658.197,1,2003,63301,MAIN
0422.658.197,6,2003,63301,MAIN
0422.658.890,6,2008,47221,MAIN
0422.658.890,1,2008,46321,MAIN
0422.658.890,1,2008,46322,SECO
0422.658.890,1,2008,46392,SECO
0422.658.890,1,2008,47221,SECO
0422.658.890,1,2003,51321,MAIN
0422.658.890,1,2003,51322,SECO
0422.658.890,1,2003,51392,SECO
0422.658.890,1,2003,52220,SECO
0422.658.890,6,2003,52220,MAIN
0422.785.386,1,2008,68201,MAIN
0422.785.386,1,2008,35110,SECO
0422.785.386,1,2008,35140,SECO
0422.788.653,1,2008,66220,MAIN
0422.788.653,1,2003,67201,MAIN
0423.055.897,6,2008,52290,MAIN
0423.055.897,1,2008,52290,MAIN
0423.055.897,1,2008,46900,SECO
0423.055.897,1,2008,49410,SECO
0423.055.897,1,2008,52210,SECO
0423.055.897,1,2008,52220,SECO
0423.055.897,1,2003,63401,MAIN
0423.055.897,6,2003,63401,MAIN
0423.163.191,6,2008,56101,MAIN
0423.163.191,1,2008,56101,MAIN
0423.163.191,1,2003,55301,MAIN
0423.163.191,6,2003,55301,MAIN
0423.306.218,1,2008,77399,MAIN
0423.306.218,1,2003,51321,MAIN
0424.033.223,1,2008,56101,MAIN
0424.033.223,1,2003,55301,MAIN
0424.870.292,6,2008,52290,MAIN
0424.870.292,1,2008,52241,MAIN
0424.870.292,1,2008,52100,SECO
0424.870.292,1,2003,63111,MAIN
0424.870.292,1,2003,63122,SECO
0424.870.292,6,2003,63401,MAIN
0425.069.935,6,2008,52290,MAIN
0425.069.935,1,2008,52290,MAIN
0425.069.935,1,2008,45111,SECO
0425.069.935,1,2003,63401,MAIN
0425.069.935,6,2003,63401,MAIN
0425.077.952,6,2008,47540,MAIN
0425.077.952,1,2008,47113,MAIN
0425.077.952,1,2003,52113,MAIN
0425.077.952,6,2003,52450,MAIN
0425.110.022,6,2008,47114,MAIN
0425.110.022,1,2008,47192,MAIN
0425.110.022,1,2003,52121,MAIN
0425.156.938,6,2008,47792,MAIN
0425.156.938,1,2008,47792,MAIN
0425.156.938,1,2008,47620,SECO
0425.156.938,1,2003,52502,MAIN
0425.156.938,1,2003,52470,SECO
0425.156.938,6,2003,52502,MAIN
0425.307.782,1,2008,96021,MAIN
0425.307.782,1,2008,47750,SECO
0425.307.782,1,2008,96040,SECO
0425.307.782,1,2003,93021,MAIN
0425.307.782,1,2003,52330,SECO
0425.307.782,1,2003,93040,SECO
0425.405.178,6,2008,90012,MAIN
0425.405.178,1,2008,73110,MAIN
0425.405.178,1,2003,74401,MAIN
0425.405.178,6,2003,92312,MAIN
0425.498.616,1,2008,46494,MAIN
0425.498.616,1,2008,47591,SECO
0425.498.616,1,2003,51471,MAIN
0425.498.616,1,2003,52441,SECO
0425.500.396,6,2008,88999,MAIN
0425.500.396,6,2003,91330,MAIN
0425.591.359,6,2008,90012,MAIN
0425.591.359,1,2008,90012,MAIN
0425.591.359,1,2003,92312,MAIN
0425.591.359,6,2003,92312,MAIN
0426.063.392,6,2008,47730,MAIN
0426.063.392,1,2008,47730,MAIN
0426.063.392,1,2003,52310,MAIN
0426.063.392,6,2003,52310,MAIN
0426.391.808,6,2008,94993,MAIN
0426.742.194,1,2008,52290,MAIN
0426.742.194,1,2003,61100,MAIN
0426.742.194,1,2003,63404,SECO
0426.929.860,6,2008,58110,MAIN
0426.929.860,1,2008,58190,MAIN
0426.929.860,1,2003,22150,MAIN
0426.929.860,6,2003,22110,MAIN
0427.165.729,6,2008,52241,MAIN
0427.165.729,1,2008,68203,MAIN
0427.165.729,1,2008,77320,SECO
0427.165.729,1,2003,70203,MAIN
0427.165.729,1,2003,71320,SECO
0427.165.729,6,2003,63111,MAIN
0427.903.424,6,2008,43222,MAIN
0427.903.424,1,2008,43221,MAIN
0427.903.424,1,2008,43222,SECO
0427.903.424,1,2008,47722,SECO
0427.903.424,1,2003,45332,MAIN
0427.903.424,1,2003,45331,SECO
0427.903.424,1,2003,52432,SECO
0427.903.424,6,2003,45331,MAIN
0428.364.272,6,2008,68321,MAIN
0428.364.272,6,2003,70321,MAIN
0428.652.502,6,2008,90023,MAIN
0428.652.502,1,2008,82110,MAIN
0428.652.502,1,2008,59113,SECO
0428.652.502,1,2003,74855,MAIN
0428.652.502,1,2003,92113,SECO
0428.652.502,6,2003,92313,MAIN
0428.763.259,1,2008,52249,MAIN
0428.763.259,1,2003,61100,MAIN
0429.886.974,1,2008,46321,MAIN
0429.886.974,1,2003,51321,MAIN
0430.795.509,1,2008,68203,MAIN
0430.795.509,1,2003,60230,MAIN
0431.449.367,6,2008,46321,MAIN
0431.449.367,1,2008,46321,MAIN
0431.449.367,1,2008,46231,SECO
0431.449.367,1,2003,51321,MAIN
0431.449.367,1,2003,51230,SECO
0431.449.367,6,2003,51321,MAIN
0431.666.529,1,2008,82190,MAIN
0431.666.529,1,2008,52210,SECO
0431.666.529,1,2003,74851,MAIN
0431.666.529,1,2003,63210,SECO
0432.324.347,1,2008,64200,MAIN
0432.324.347,1,2008,68201,SECO
0432.403.531,6,2008,90012,MAIN
0432.403.531,1,2008,90011,MAIN
0432.403.531,1,2008,68203,SECO
0432.403.531,6,2003,92312,MAIN
0434.051.244,6,2008,94910,MAIN
0434.406.778,6,2008,88911,MAIN
0434.406.778,6,2003,85321,MAIN
0434.630.967,1,2008,96099,MAIN
0434.630.967,1,2003,93053,MAIN
0434.778.447,6,2008,68201,MAIN
0434.778.447,1,2008,68201,MAIN
0434.778.447,1,2008,68203,SECO
0434.790.424,1,2008,96099,MAIN
0434.790.424,1,2003,93053,MAIN
0435.058.064,1,2008,55100,MAIN
0435.058.064,1,2003,55101,MAIN
0435.165.853,1,2008,68201,MAIN
0435.165.853,1,2008,68203,SECO
0435.652.437,6,2008,52290,MAIN
0435.652.437,1,2008,52290,MAIN
0435.652.437,1,2003,63404,MAIN
0435.652.437,6,2003,63401,MAIN
0435.702.224,1,2008,68201,MAIN
0435.702.224,1,2008,35110,SECO
0435.702.224,1,2008,35140,SECO
0435.702.224,1,2008,68203,SECO
0435.702.224,1,2003,70201,MAIN
0435.702.224,1,2003,70203,SECO
0435.762.404,6,2008,46695,MAIN
0435.762.404,1,2008,46695,MAIN
0435.762.404,1,2008,28130,SECO
0435.762.404,1,2008,33120,SECO
0435.762.404,1,2008,45310,SECO
0435.762.404,1,2008,46699,SECO
0435.762.404,1,2008,77399,SECO
0435.762.404,1,2003,29120,MAIN
0435.762.404,6,2003,51900,MAIN
0435.946.803,6,2008,62020,MAIN
0435.946.803,1,2008,62010,MAIN
0435.946.803,1,2003,72220,MAIN
0435.946.803,6,2003,72100,MAIN
0436.475.650,1,2008,35140,MAIN
0436.475.650,1,2008,71121,SECO
0436.475.650,1,2003,22150,MAIN
0436.652.230,1,2008,43222,MAIN
0436.652.230,1,2008,33200,SECO
0436.652.230,1,2003,55401,MAIN
0436.790.703,1,2008,96012,MAIN
0436.790.703,1,2003,93012,MAIN
0437.293.123,1,2008,71209,MAIN
0437.293.123,1,2003,74302,MAIN
0437.396.952,6,2008,43211,MAIN
0437.396.952,1,2008,43299,MAIN
0437.396.952,1,2003,45340,MAIN
0437.396.952,6,2003,45310,MAIN
0437.508.008,1,2008,63110,MAIN
0437.508.008,1,2008,42220,SECO
0437.508.008,1,2008,43211,SECO
0437.508.008,1,2003,72300,MAIN
0437.690.922,6,2008,47591,MAIN
0437.690.922,1,2008,43299,MAIN
0437.690.922,1,2008,43221,SECO
0437.690.922,1,2008,47789,SECO
0437.690.922,1,2003,51532,MAIN
0437.690.922,1,2003,45332,SECO
0437.690.922,1,2003,52498,SECO
0437.690.922,6,2003,52441,MAIN
0437.958.958,6,2008,47112,MAIN
0437.958.958,1,2008,47113,MAIN
0437.958.958,1,2008,47786,SECO
0437.958.958,1,2003,52113,MAIN
0437.958.958,1,2003,52497,SECO
0437.958.958,6,2003,52112,MAIN
0438.171.467,6,2008,52290,MAIN
0438.171.467,1,2008,52290,MAIN
0438.171.467,1,2003,63403,MAIN
0438.171.467,6,2003,63403,MAIN
0438.173.744,6,2008,71111,MAIN
0438.173.744,1,2008,71111,MAIN
0438.173.744,1,2008,68201,SECO
0438.173.744,1,2003,74201,MAIN
0438.173.744,6,2003,74201,MAIN
0438.205.913,1,2008,56102,MAIN
0438.205.913,1,2003,55302,MAIN
0438.238.872,1,2008,71111,MAIN
0438.238.872,1,2003,74201,MAIN
0438.421.390,1,2008,47791,MAIN
0438.421.390,1,2003,52501,MAIN
0438.922.723,1,2008,94999,MAIN
0438.922.723,1,2008,47789,SECO
0438.922.723,1,2003,91330,MAIN
0438.922.723,1,2003,52498,SECO
0439.068.916,1,2008,69202,MAIN
0439.068.916,1,2003,74122,MAIN
0439.071.389,6,2008,41201,MAIN
0439.204.914,1,2008,79110,MAIN
0439.204.914,1,2003,63301,MAIN
0439.275.485,6,2008,96021,MAIN
0439.275.485,1,2008,96040,MAIN
0439.275.485,1,2008,90042,SECO
0439.275.485,1,2003,93040,MAIN
0439.275.485,1,2003,92322,SECO
0439.275.485,6,2003,93021,MAIN
0439.401.387,6,2008,43211,MAIN
0439.401.387,1,2008,24510,MAIN
0439.401.387,1,2003,27510,MAIN
0439.401.387,6,2003,45310,MAIN
0439.421.381,6,2008,47221,MAIN
0439.421.381,1,2008,47221,MAIN
0439.421.381,1,2003,52220,MAIN
0439.421.381,6,2003,52220,MAIN
0439.619.242,6,2008,79901,MAIN
0439.619.242,6,2003,63303,MAIN
0439.637.553,6,2008,41201,MAIN
0439.637.553,1,2008,43341,MAIN
0439.637.553,1,2008,46150,SECO
0439.637.553,1,2003,51150,MAIN
0439.701.097,6,2008,94910,MAIN
0439.701.097,6,2003,91310,MAIN
0439.912.618,1,2008,56102,MAIN
0439.912.618,1,2003,55302,MAIN
0440.102.361,1,2008,59114,MAIN
0440.102.361,1,2008,46412,SECO
0440.102.361,1,2008,70220,SECO
0440.102.361,1,2003,51410,MAIN
0440.102.361,1,2003,74142,SECO
0440.701.583,1,2008,68100,MAIN
0441.219.346,1,2008,77293,MAIN
0441.219.346,1,2003,71404,MAIN
0441.491.045,1,2008,47716,MAIN
0441.491.045,1,2008,47410,SECO
0441.491.045,1,2008,47519,SECO
0441.491.045,1,2008,47540,SECO
0441.491.045,1,2003,50101,MAIN
0441.491.045,1,2003,50103,SECO
0441.950.509,6,2008,47299,MAIN
0441.950.509,1,2008,47114,MAIN
0441.950.509,1,2003,52114,MAIN
0441.950.509,6,2003,52272,MAIN
0442.012.568,6,2008,81300,MAIN
0442.012.568,1,2008,42212,MAIN
0442.012.568,1,2003,1410,MAIN
0442.012.568,1,2003,45112,SECO
0442.012.568,1,2003,52483,SECO
0442.012.568,6,2003,1410,MAIN
0442.455.897,1,2008,47112,MAIN
0442.455.897,1,2003,52112,MAIN
0442.468.072,1,2008,62020,MAIN
0442.468.072,1,2008,46510,SECO
0442.468.072,1,2008,47410,SECO
0442.468.072,1,2008,62090,SECO
0442.468.072,1,2008,63110,SECO
0442.468.072,1,2003,74142,MAIN
0442.468.072,1,2003,45310,SECO
0442.468.072,1,2003,45431,SECO
0442.468.072,1,2003,45441,SECO
0442.468.072,1,2003,52410,SECO
0442.468.072,1,2003,70120,SECO
0442.706.614,1,2008,41201,MAIN
0442.706.614,1,2003,45211,MAIN
0444.190.813,6,2008,52290,MAIN
0444.190.813,1,2008,52290,MAIN
0444.190.813,1,2003,63111,MAIN
0444.302.956,1,2008,64200,MAIN
0444.302.956,1,2008,70100,SECO
0444.302.956,1,2003,74151,MAIN
0444.302.956,1,2003,74152,SECO
0444.760.737,1,2008,70220,MAIN
0444.760.737,1,2008,68201,SECO
0444.760.737,1,2003,74142,MAIN
0444.813.987,6,2008,49410,MAIN
0444.813.987,1,2008,53200,MAIN
0444.813.987,1,2008,53100,SECO
0444.813.987,1,2003,52610,MAIN
0445.299.779,1,2008,70220,MAIN
0445.299.779,1,2003,74142,MAIN
0445.364.909,6,2008,52290,MAIN
0445.364.909,1,2008,52290,MAIN
0445.364.909,1,2003,63401,MAIN
0445.364.909,6,2003,63401,MAIN
0445.419.248,1,2008,82990,MAIN
0445.419.248,1,2008,68201,SECO
0445.419.248,1,2003,52410,MAIN
0445.944.632,6,2008,52241,MAIN
0445.944.632,1,2008,52249,MAIN
0445.944.632,1,2008,49410,SECO
0445.944.632,1,2008,52100,SECO
0445.944.632,1,2008,52290,SECO
0445.944.632,1,2003,63112,MAIN
0445.944.632,1,2003,63122,SECO
0445.944.632,6,2003,63111,MAIN
0446.083.895,6,2008,52290,MAIN
0446.083.895,1,2008,52290,MAIN
0446.083.895,1,2003,63405,MAIN
0446.083.895,6,2003,63401,MAIN
0446.232.167,6,2008,94993,MAIN
0446.232.167,1,2008,94993,MAIN
0446.232.167,6,2003,85323,MAIN
0446.540.191,6,2008,52290,MAIN
0446.540.191,1,2008,52290,MAIN
0446.540.191,1,2008,45111,SECO
0446.540.191,1,2008,45113,SECO
0446.540.191,1,2003,63401,MAIN
0446.540.191,1,2003,50101,SECO
0446.540.191,6,2003,63401,MAIN
0446.660.551,6,2008,62010,MAIN
0446.660.551,1,2008,62010,MAIN
0446.660.551,1,2003,72220,MAIN
0446.660.551,6,2003,51840,MAIN
0446.742.903,6,2008,93123,MAIN
0446.742.903,1,2008,56102,MAIN
0446.742.903,1,2003,55302,MAIN
0446.770.716,1,2008,52249,MAIN
0446.770.716,1,2003,63403,MAIN
0447.038.158,1,2008,46412,MAIN
0447.038.158,1,2008,46160,SECO
0447.038.158,1,2008,47512,SECO
0447.038.158,1,2003,51410,MAIN
0447.038.158,1,2003,50103,SECO
0447.038.158,1,2003,51160,SECO
0447.038.158,1,2003,52410,SECO
0447.068.842,1,2008,41201,MAIN
0447.068.842,1,2003,93021,MAIN
0447.579.279,6,2008,46660,MAIN
0447.579.279,1,2008,95110,MAIN
0447.579.279,1,2008,46660,SECO
0447.579.279,1,2003,51850,MAIN
0447.579.279,6,2003,51850,MAIN
0447.616.594,1,2008,46190,MAIN
0447.616.594,1,2003,51190,MAIN
0447.838.607,6,2008,56301,MAIN
0447.838.607,1,2008,56301,MAIN
0447.838.607,1,2003,55401,MAIN
0447.838.607,6,2003,55401,MAIN
0447.916.108,1,2008,90023,MAIN
0447.916.108,1,2003,92313,MAIN
0448.207.009,6,2008,43999,MAIN
0448.207.009,1,2008,43999,MAIN
0448.207.009,1,2003,45250,MAIN
0448.207.009,6,2003,45250,MAIN
0448.501.175,1,2008,68201,MAIN
0448.501.175,1,2008,46431,SECO
0448.501.175,1,2003,51430,MAIN
0448.601.343,6,2008,42110,MAIN
0448.601.343,1,2008,23630,MAIN
0448.601.343,1,2008,41201,SECO
0448.601.343,1,2008,77399,SECO
0448.601.343,1,2003,45211,MAIN
0448.601.343,1,2003,26630,SECO
0448.601.343,6,2003,45230,MAIN
0448.965.389,1,2008,46431,MAIN
0448.965.389,1,2003,51430,MAIN
0448.973.309,6,2008,66220,MAIN
0448.973.309,1,2008,66220,MAIN
0448.973.309,1,2008,66199,SECO
0449.079.613,6,2008,69101,MAIN
0449.079.613,1,2008,69101,MAIN
0449.079.613,6,2003,74111,MAIN
0449.325.774,1,2008,43221,MAIN
0449.325.774,1,2008,43910,SECO
0449.325.774,1,2003,45332,MAIN
0449.325.774,1,2003,45220,SECO
0449.426.833,6,2008,46319,MAIN
0449.426.833,1,2008,47210,MAIN
0449.426.833,1,2008,46319,SECO
0449.426.833,1,2008,46321,SECO
0449.426.833,1,2008,46360,SECO
0449.426.833,1,2008,47221,SECO
0449.426.833,1,2003,51360,MAIN
0449.426.833,1,2003,51310,SECO
0449.426.833,1,2003,51321,SECO
0449.426.833,1,2003,52210,SECO
0449.426.833,1,2003,52220,SECO
0449.455.735,6,2008,74101,MAIN
0449.455.735,1,2008,74103,MAIN
0449.455.735,1,2008,62090,SECO
0449.455.735,1,2008,73110,SECO
0449.455.735,1,2003,74877,MAIN
0449.455.735,1,2003,45450,SECO
0449.455.735,1,2003,51441,SECO
0449.455.735,6,2003,74877,MAIN
0449.837.203,1,2008,43331,MAIN
0449.837.203,1,2003,45431,MAIN
0450.051.096,1,2008,90011,MAIN
0450.051.096,1,2003,92311,MAIN
0450.130.280,1,2008,74201,MAIN
0450.130.280,1,2003,74811,MAIN
0450.429.990,6,2008,46460,MAIN
0450.429.990,1,2008,46460,MAIN
0450.429.990,1,2003,51460,MAIN
