EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
0750.527.008,1,2008,56102,MAIN
0750.534.332,1,2008,43341,MAIN
0750.534.332,1,2008,43110,SECO
0750.534.332,1,2008,43999,SECO
0750.552.544,1,2008,47241,MAIN
0750.552.544,1,2008,47112,SECO
0750.596.787,1,2008,56301,MAIN
0750.612.526,1,2008,62020,MAIN
0750.612.526,1,2008,74103,SECO
0750.686.265,1,2008,47112,MAIN
0750.780.493,6,2008,41201,MAIN
0750.780.493,1,2008,49410,MAIN
0750.780.493,1,2008,43211,SECO
0750.780.493,1,2008,43995,SECO
0750.780.493,1,2008,43999,SECO
0750.780.493,1,2008,45113,SECO
0750.780.493,1,2008,46190,SECO
0750.780.493,1,2008,81220,SECO
0751.513.141,1,2008,90032,MAIN
0751.513.141,1,2008,90023,SECO
0751.513.141,1,2008,90031,SECO
0751.523.336,1,2008,71111,MAIN
0751.523.336,1,2008,70220,SECO
0751.599.451,6,2008,46392,MAIN
0751.599.451,1,2008,46900,MAIN
0751.599.451,1,2008,11010,SECO
0751.599.451,1,2008,46170,SECO
0751.599.451,1,2008,47113,SECO
0751.599.451,1,2008,56102,SECO
0751.599.451,1,2008,90021,SECO
0751.611.626,6,2008,56301,MAIN
0751.611.626,1,2008,56301,MAIN
0751.611.626,1,2008,10850,SECO
0751.611.626,1,2008,56101,SECO
0751.706.052,1,2008,31030,MAIN
0751.706.052,1,2008,46471,SECO
0751.706.052,1,2008,47591,SECO
0751.812.851,1,2008,49410,MAIN
0751.812.851,1,2008,53100,SECO
0751.812.851,1,2008,81210,SECO
0751.812.851,1,2008,88999,SECO
0751.812.851,1,2008,96011,SECO
0751.812.851,1,2008,96012,SECO
0751.849.374,1,2008,56301,MAIN
0751.849.374,1,2008,92000,SECO
0752.623.592,1,2008,94999,MAIN
0752.623.592,1,2008,56210,SECO
0752.727.324,1,2008,46370,MAIN
0752.727.324,1,2008,47299,SECO
0752.774.042,6,2008,47113,MAIN
0752.774.042,1,2008,47113,MAIN
0752.774.042,1,2008,46389,SECO
0752.774.042,1,2008,47252,SECO
0752.774.042,1,2008,47260,SECO
0752.774.042,1,2008,47599,SECO
0752.929.143,6,2008,56301,MAIN
0752.929.143,1,2008,56101,MAIN
0752.929.143,1,2008,56102,SECO
0753.397.218,1,2008,47112,MAIN
0753.497.483,1,2008,81220,MAIN
0753.497.483,1,2008,81290,SECO
0753.505.601,1,2008,68100,MAIN
0753.505.601,1,2008,41202,SECO
0753.505.601,1,2008,43390,SECO
0753.505.601,1,2008,68201,SECO
0753.544.401,6,2008,46392,MAIN
0753.544.401,1,2008,46392,MAIN
0753.544.401,1,2008,47112,SECO
0753.668.125,1,2008,47112,MAIN
0753.690.196,1,2008,71111,MAIN
0753.690.196,1,2008,71121,SECO
0753.773.637,6,2008,47241,MAIN
0753.773.637,1,2008,47241,MAIN
0753.792.938,1,2008,43390,MAIN
0753.921.612,6,2008,56102,MAIN
0753.921.612,1,2008,96022,MAIN
0753.921.612,1,2008,10712,SECO
0753.921.612,1,2008,10720,SECO
0753.921.612,1,2008,47241,SECO
0753.921.612,1,2008,56102,SECO
0753.970.706,6,2008,56101,MAIN
0753.970.706,1,2008,56102,MAIN
0754.379.193,6,2008,56301,MAIN
0754.379.193,1,2008,56301,MAIN
0754.558.050,1,2008,49410,MAIN
0754.560.327,1,2008,94992,MAIN
0754.570.522,1,2008,73110,MAIN
0754.570.522,1,2008,41201,SECO
0754.570.522,1,2008,59113,SECO
0754.570.522,1,2008,70210,SECO
0754.570.522,1,2008,74103,SECO
0754.570.522,1,2008,82990,SECO
0754.617.141,1,2008,56101,MAIN
0754.617.141,1,2008,56102,SECO
0754.680.289,1,2008,70220,MAIN
0754.773.232,1,2008,56301,MAIN
0754.795.404,1,2008,41201,MAIN
0754.795.404,1,2008,43120,SECO
0754.795.404,1,2008,43291,SECO
0754.795.404,1,2008,43992,SECO
0754.795.404,1,2008,43994,SECO
0755.325.241,6,2008,71121,MAIN
0755.325.241,1,2008,71121,MAIN
0755.325.241,1,2008,71113,SECO
0755.325.241,1,2008,71122,SECO
0755.325.241,1,2008,71209,SECO
0755.514.588,1,2008,56301,MAIN
0755.876.062,1,2008,96022,MAIN
0755.886.059,6,2008,47711,MAIN
0755.886.059,1,2008,46423,MAIN
0755.886.059,1,2008,47716,SECO
0755.886.059,1,2008,85599,SECO
0755.886.059,1,2008,93299,SECO
0756.534.573,6,2008,41201,MAIN
0756.546.055,6,2008,56101,MAIN
0756.546.055,1,2008,56101,MAIN
0756.569.415,1,2008,41201,MAIN
0756.569.415,1,2008,43110,SECO
0756.569.415,1,2008,43310,SECO
0756.569.415,1,2008,43390,SECO
0756.569.415,1,2008,43910,SECO
0756.581.588,1,2008,86220,MAIN
0756.582.281,6,2008,43120,MAIN
0756.860.118,1,2008,77400,MAIN
0756.860.118,1,2008,68203,SECO
0756.860.118,1,2008,82990,SECO
0757.479.037,1,2008,86906,MAIN
0757.479.037,1,2008,96022,SECO
0757.479.037,1,2008,96040,SECO
0757.604.741,1,2008,32500,MAIN
0757.608.404,1,2008,45310,MAIN
0757.608.404,1,2008,45113,SECO
0757.608.404,1,2008,45194,SECO
0757.608.404,1,2008,45201,SECO
0757.608.404,1,2008,45320,SECO
0757.608.404,1,2008,47300,SECO
0757.608.602,6,2008,47112,MAIN
0757.608.602,1,2008,47112,MAIN
0757.608.602,1,2008,46392,SECO
0757.608.602,1,2008,47299,SECO
0757.691.645,1,2008,49420,MAIN
0757.696.395,6,2008,42220,MAIN
0757.696.395,1,2008,42220,MAIN
0757.707.283,6,2008,81210,MAIN
0757.707.283,1,2008,45206,MAIN
0757.707.283,1,2008,81210,SECO
0757.726.485,6,2008,56301,MAIN
0757.726.485,1,2008,56101,MAIN
0757.777.559,1,2008,86905,MAIN
0757.777.559,1,2008,96099,SECO
0757.817.448,6,2008,49410,MAIN
0757.817.448,1,2008,52100,MAIN
0757.817.448,1,2008,52210,SECO
0757.817.448,1,2008,52249,SECO
0757.836.353,6,2008,56101,MAIN
0757.856.050,1,2008,69101,MAIN
0757.856.050,1,2008,69109,SECO
0757.863.770,1,2008,43211,MAIN
0757.863.770,1,2008,47910,SECO
0757.865.057,1,2008,90031,MAIN
0757.865.057,1,2008,73110,SECO
0757.865.057,1,2008,90011,SECO
0757.936.818,1,2008,11040,MAIN
0757.936.818,1,2008,47252,SECO
0757.939.192,1,2008,43910,MAIN
0757.942.657,1,2008,47113,MAIN
0757.942.657,1,2008,47241,SECO
0758.643.136,1,2008,59113,MAIN
0758.643.136,1,2008,59130,SECO
0758.643.136,1,2008,73110,SECO
0758.760.031,6,2008,74201,MAIN
0758.760.031,1,2008,74201,MAIN
0758.760.031,1,2008,63110,SECO
0758.760.031,1,2008,85599,SECO
0758.766.761,1,2008,41203,MAIN
0758.766.761,1,2008,41101,SECO
0758.766.761,1,2008,43390,SECO
0758.766.761,1,2008,71121,SECO
0758.766.761,1,2008,78300,SECO
0758.766.761,1,2008,82990,SECO
0758.861.979,1,2008,56210,MAIN
0758.879.597,1,2008,56102,MAIN
0758.879.597,1,2008,56210,SECO
0758.910.776,1,2008,49320,MAIN
0758.910.776,1,2008,41201,SECO
0758.910.776,1,2008,41202,SECO
0758.910.776,1,2008,41203,SECO
0758.910.776,1,2008,43995,SECO
0758.910.776,1,2008,46761,SECO
0758.910.776,1,2008,47770,SECO
0758.910.776,1,2008,66199,SECO
0758.910.776,1,2008,79120,SECO
0758.910.776,1,2008,82110,SECO
0758.918.694,6,2008,94994,MAIN
0758.918.694,1,2008,47793,MAIN
0758.918.694,1,2008,85599,SECO
0758.918.694,1,2008,85609,SECO
0758.989.663,6,2008,47112,MAIN
0758.989.663,1,2008,47113,MAIN
0758.989.663,1,2008,47210,SECO
0758.989.663,1,2008,47241,SECO
0758.989.663,1,2008,47299,SECO
0759.447.939,1,2008,56301,MAIN
0759.554.441,1,2008,70220,MAIN
0759.554.441,1,2008,73110,SECO
0759.662.131,1,2008,56301,MAIN
0759.874.640,1,2008,59120,MAIN
0759.874.640,1,2008,59203,SECO
0759.874.640,1,2008,74901,SECO
0760.512.662,1,2008,42220,MAIN
0760.512.662,1,2008,43211,SECO
0760.512.662,1,2008,43212,SECO
0760.512.662,1,2008,43222,SECO
0760.512.662,1,2008,43390,SECO
0760.571.159,1,2008,47716,MAIN
0760.605.605,1,2008,56101,MAIN
0760.605.605,1,2008,56102,SECO
0760.608.969,1,2008,90012,MAIN
0760.608.969,1,2008,90021,SECO
0760.608.969,1,2008,90029,SECO
0760.654.501,1,2008,86220,MAIN
0760.792.675,1,2008,81210,MAIN
0760.792.675,1,2008,81220,SECO
0760.915.411,6,2008,81210,MAIN
0760.915.411,1,2008,81210,MAIN
0760.921.349,1,2008,43320,MAIN
0760.921.349,1,2008,25620,SECO
0760.921.349,1,2008,43222,SECO
0760.921.349,1,2008,70220,SECO
0760.921.349,1,2008,71121,SECO
0760.950.944,1,2008,56101,MAIN
0760.950.944,1,2008,56102,SECO
0760.950.944,1,2008,56301,SECO
0760.992.813,1,2008,62020,MAIN
0760.992.813,1,2008,62010,SECO
0760.992.813,1,2008,63110,SECO
0761.350.030,1,2008,43331,MAIN
0761.534.726,1,2008,74909,MAIN
0761.534.726,1,2008,62090,SECO
0761.534.726,1,2008,63110,SECO
0761.658.648,1,2008,47299,MAIN
0761.671.318,6,2008,47241,MAIN
0761.671.318,1,2008,10712,MAIN
0761.671.318,1,2008,47112,SECO
0761.694.082,1,2008,47716,MAIN
0761.694.082,1,2008,47721,SECO
0761.694.082,1,2008,47792,SECO
0761.844.928,1,2008,81300,MAIN
0761.848.292,1,2008,68311,MAIN
0761.848.292,1,2008,68321,SECO
0761.848.292,1,2008,68322,SECO
0762.430.490,6,2008,10520,MAIN
0762.430.490,1,2008,56101,MAIN
0762.430.490,1,2008,56102,SECO
0762.449.989,1,2008,74101,MAIN
0762.449.989,1,2008,47789,SECO
0762.449.989,1,2008,77299,SECO
0762.461.867,1,2008,70220,MAIN
0762.462.065,1,2008,70220,MAIN
0762.536.596,1,2008,82110,MAIN
0762.536.596,1,2008,70220,SECO
0762.536.596,1,2008,82990,SECO
0762.580.247,1,2008,45113,MAIN
0762.608.555,1,2008,70220,MAIN
0762.608.555,1,2008,74901,SECO
0762.608.555,1,2008,85510,SECO
0762.608.555,1,2008,93110,SECO
0762.608.555,1,2008,93199,SECO
0762.614.493,6,2008,10712,MAIN
0762.614.493,1,2008,47241,MAIN
0762.614.493,1,2008,56102,SECO
0762.646.662,1,2008,43320,MAIN
0762.646.662,1,2008,43910,SECO
0762.954.785,6,2008,56101,MAIN
0762.954.785,1,2008,56101,MAIN
0762.954.785,1,2008,56102,SECO
0762.954.785,1,2008,56290,SECO
0762.954.983,1,2008,82110,MAIN
0762.954.983,1,2008,82990,SECO
0763.377.429,1,2008,43995,MAIN
0763.377.429,1,2008,41203,SECO
0763.377.429,1,2008,43331,SECO
0763.377.429,1,2008,43341,SECO
0763.377.429,1,2008,43999,SECO
0763.377.429,1,2008,81220,SECO
0763.449.089,1,2008,46460,MAIN
0763.497.094,6,2008,74909,MAIN
0763.497.094,1,2008,74909,MAIN
0763.497.094,1,2008,63990,SECO
0763.497.094,1,2008,71111,SECO
0763.497.094,1,2008,71121,SECO
0763.497.094,1,2008,82990,SECO
0763.497.589,1,2008,41201,MAIN
0763.497.589,1,2008,41203,SECO
0763.557.373,1,2008,47512,MAIN
0763.557.373,1,2008,47519,SECO
0763.557.373,1,2008,47540,SECO
0763.557.373,1,2008,47591,SECO
0763.557.373,1,2008,47716,SECO
0763.557.373,1,2008,47721,SECO
0763.674.862,1,2008,62020,MAIN
0763.674.862,1,2008,64200,SECO
0763.787.205,1,2008,93299,MAIN
0763.787.205,1,2008,33150,SECO
0763.787.205,1,2008,46180,SECO
0763.787.205,1,2008,47640,SECO
0763.787.205,1,2008,50100,SECO
0763.787.205,1,2008,85532,SECO
0763.805.615,6,2008,46381,MAIN
0763.805.615,1,2008,46381,MAIN
0763.805.615,1,2008,47230,SECO
0763.944.977,1,2008,46720,MAIN
0763.944.977,1,2008,32123,SECO
0763.944.977,1,2008,95250,SECO
0763.989.024,6,2008,47112,MAIN
0763.989.024,1,2008,47420,MAIN
0763.989.024,1,2008,33140,SECO
0763.989.024,1,2008,46180,SECO
0763.989.024,1,2008,46520,SECO
0763.989.024,1,2008,47430,SECO
0764.350.991,1,2008,70220,MAIN
0764.350.991,1,2008,70210,SECO
0764.723.848,1,2008,56101,MAIN
0764.723.848,1,2008,10712,SECO
0764.723.848,1,2008,47241,SECO
0764.848.067,6,2008,63120,MAIN
0764.848.067,1,2008,63120,MAIN
0764.940.515,1,2008,41101,MAIN
0764.958.628,6,2008,43211,MAIN
0764.958.628,1,2008,42220,MAIN
0764.958.628,1,2008,43211,SECO
0764.965.853,6,2008,96021,MAIN
0764.965.853,1,2008,96021,MAIN
0764.965.853,1,2008,47750,SECO
0765.255.269,1,2008,41201,MAIN
0765.255.269,1,2008,43221,SECO
0765.255.269,1,2008,43310,SECO
0765.255.269,1,2008,43331,SECO
0765.255.269,1,2008,43390,SECO
0765.255.269,1,2008,43910,SECO
0765.523.010,1,2008,47630,MAIN
0765.523.010,1,2008,56301,SECO
0765.601.204,1,2008,68100,MAIN
0765.601.204,1,2008,68201,SECO
0765.601.204,1,2008,68203,SECO
0765.611.201,1,2008,62020,MAIN
0765.622.681,1,2008,96022,MAIN
0765.622.681,1,2008,53200,SECO
0765.670.389,1,2008,90011,MAIN
0765.670.389,1,2008,59120,SECO
0765.670.389,1,2008,74101,SECO
0765.684.049,1,2008,56102,MAIN
0765.745.120,1,2008,47910,MAIN
0765.745.120,1,2008,70220,SECO
0765.767.092,6,2008,70220,MAIN
0765.767.092,1,2008,46160,MAIN
0765.767.092,1,2008,70210,SECO
0765.767.092,1,2008,70220,SECO
0766.318.509,1,2008,49420,MAIN
0766.438.174,1,2008,73110,MAIN
0766.449.359,1,2008,61900,MAIN
0766.449.359,1,2008,70210,SECO
0766.539.332,1,2008,73110,MAIN
0766.570.610,1,2008,47299,MAIN
0766.570.610,1,2008,47252,SECO
0766.608.915,6,2008,56101,MAIN
0766.608.915,1,2008,56101,MAIN
0766.608.915,1,2008,56102,SECO
0766.610.497,6,2008,41201,MAIN
0766.610.497,1,2008,43320,MAIN
0766.610.497,1,2008,41201,SECO
0766.610.497,1,2008,43291,SECO
0766.610.497,1,2008,81210,SECO
0766.610.497,1,2008,81220,SECO
0766.610.497,1,2008,81290,SECO
0766.648.507,1,2008,41201,MAIN
0766.818.850,1,2008,47299,MAIN
0766.825.580,1,2008,64200,MAIN
0766.825.580,1,2008,70220,SECO
0766.825.580,1,2008,82990,SECO
0766.854.779,1,2008,41201,MAIN
0766.892.292,1,2008,41201,MAIN
0766.892.292,1,2008,43291,SECO
0766.892.292,1,2008,43390,SECO
0766.892.292,1,2008,43910,SECO
0766.892.292,1,2008,43992,SECO
0766.892.292,1,2008,81210,SECO
0767.406.491,1,2008,62020,MAIN
0767.406.491,1,2008,82990,SECO
0767.569.512,6,2008,47112,MAIN
0767.569.512,1,2008,47112,MAIN
0767.674.034,6,2008,88911,MAIN
0767.712.042,1,2008,96021,MAIN
0767.757.671,1,2008,64200,MAIN
0767.763.314,1,2008,81210,SECO
0767.823.888,1,2008,71121,MAIN
0767.823.888,1,2008,46120,SECO
0767.823.888,1,2008,46752,SECO
0767.823.888,1,2008,70220,SECO
0767.823.888,1,2008,73110,SECO
0767.823.888,1,2008,82110,SECO
0767.832.796,1,2008,70220,MAIN
0767.896.342,1,2008,56102,MAIN
0768.266.922,1,2008,62020,MAIN
0768.377.283,1,2008,85510,MAIN
0768.377.283,1,2008,47112,SECO
0768.507.145,6,2008,59111,MAIN
0768.507.145,1,2008,59113,MAIN
0768.507.145,1,2008,59111,SECO
0768.507.145,1,2008,59112,SECO
0768.507.145,1,2008,63990,SECO
0768.507.145,1,2008,77292,SECO
0768.551.784,6,2008,47210,MAIN
0768.551.784,1,2008,47112,MAIN
0768.551.784,1,2008,47210,SECO
0768.551.784,1,2008,47221,SECO
0768.551.784,1,2008,47241,SECO
0768.551.784,1,2008,47252,SECO
0768.551.784,1,2008,47299,SECO
0768.593.950,6,2008,56102,MAIN
0768.593.950,1,2008,56102,MAIN
0768.601.076,6,2008,46160,MAIN
0768.601.076,1,2008,46160,MAIN
0768.601.076,1,2008,45113,SECO
0768.601.076,1,2008,46423,SECO
0768.601.076,1,2008,74101,SECO
0768.689.861,6,2008,42220,MAIN
0768.689.861,1,2008,41201,MAIN
0768.689.861,1,2008,41202,SECO
0768.689.861,1,2008,41203,SECO
0768.689.861,1,2008,42110,SECO
0768.689.861,1,2008,42212,SECO
0768.689.861,1,2008,74909,SECO
0768.769.342,1,2008,49320,MAIN
0768.769.342,1,2008,49390,SECO
0768.769.342,1,2008,53200,SECO
0768.819.624,6,2008,43211,MAIN
0768.819.624,1,2008,33200,MAIN
0768.819.624,1,2008,33120,SECO
0768.819.624,1,2008,33140,SECO
0768.845.259,1,2008,71111,MAIN
0768.880.002,1,2008,47112,MAIN
0768.880.002,1,2008,47260,SECO
0768.880.002,1,2008,47789,SECO
0768.969.874,1,2008,90011,MAIN
0768.969.874,1,2008,47191,SECO
0768.969.874,1,2008,71112,SECO
0768.969.874,1,2008,74102,SECO
0768.969.874,1,2008,74109,SECO
0768.969.874,1,2008,74201,SECO
0769.265.329,6,2008,43120,MAIN
0769.265.329,1,2008,43211,MAIN
0769.265.329,1,2008,43120,SECO
0769.265.329,1,2008,43221,SECO
0769.340.850,6,2008,56102,MAIN
0769.340.850,1,2008,10712,MAIN
0769.340.850,1,2008,47241,SECO
0769.351.045,6,2008,71209,MAIN
0769.351.045,1,2008,71121,MAIN
0769.351.045,1,2008,71209,SECO
0769.351.045,1,2008,74909,SECO
0769.375.888,1,2008,90032,MAIN
0769.375.888,1,2008,82300,SECO
0769.375.888,1,2008,90021,SECO
0769.475.264,1,2008,62010,MAIN
0769.475.264,1,2008,63120,SECO
0769.606.710,6,2008,64200,MAIN
0769.606.710,1,2008,64200,MAIN
0769.606.710,1,2008,70220,SECO
0769.749.834,1,2008,56102,MAIN
0769.749.834,1,2008,47750,SECO
0769.749.834,1,2008,96021,SECO
0769.753.891,1,2008,47112,MAIN
0769.847.626,1,2008,47716,MAIN
0769.847.626,1,2008,47512,SECO
0769.847.626,1,2008,47519,SECO
0769.847.626,1,2008,47715,SECO
0769.850.002,1,2008,41201,MAIN
0769.957.690,1,2008,60200,MAIN
0769.957.690,1,2008,18130,SECO
0769.957.690,1,2008,70210,SECO
0769.957.690,1,2008,82990,SECO
0769.957.690,1,2008,96099,SECO
0770.392.212,6,2008,62020,MAIN
0770.392.212,1,2008,62020,MAIN
0770.422.203,1,2008,52290,MAIN
0770.517.322,1,2008,68100,MAIN
0770.517.322,1,2008,47786,SECO
0770.517.322,1,2008,64200,SECO
0770.517.322,1,2008,68201,SECO
0770.517.322,1,2008,70220,SECO
0770.517.322,1,2008,82990,SECO
0770.553.053,6,2008,47591,MAIN
0770.553.053,1,2008,47591,MAIN
0770.553.053,1,2008,47599,SECO
0770.553.053,1,2008,95240,SECO
0770.569.285,1,2008,41101,MAIN
0770.569.285,1,2008,41102,SECO
0770.662.723,1,2008,74909,MAIN
0770.662.723,1,2008,82990,SECO
0770.733.888,1,2008,62020,MAIN
0770.733.888,1,2008,62030,SECO
0770.733.888,1,2008,62090,SECO
0770.753.585,1,2008,85593,MAIN
0770.777.638,1,2008,41101,MAIN
0770.777.638,1,2008,41102,SECO
0770.777.638,1,2008,42990,SECO
0770.777.638,1,2008,68311,SECO
0770.777.638,1,2008,68321,SECO
0770.811.884,1,2008,56101,MAIN
0770.811.884,1,2008,56210,SECO
0770.830.294,1,2008,47910,MAIN
0770.830.294,1,2008,47599,SECO
0770.830.294,1,2008,47990,SECO
0770.919.376,1,2008,47420,MAIN
0770.919.376,1,2008,47789,SECO
0770.923.138,1,2008,70220,MAIN
0770.923.138,1,2008,71209,SECO
0770.931.650,6,2008,47599,MAIN
0770.931.650,1,2008,46150,MAIN
0770.935.709,1,2008,77393,MAIN
0771.324.501,1,2008,41201,MAIN
0771.324.501,1,2008,43994,SECO
0771.379.731,1,2008,41201,MAIN
0771.379.731,1,2008,45204,SECO
0771.379.731,1,2008,80200,SECO
0771.513.254,6,2008,68100,MAIN
0771.513.254,1,2008,68311,MAIN
0771.513.254,1,2008,43299,SECO
0771.610.749,1,2008,71111,MAIN
0771.640.344,1,2008,62020,MAIN
0771.684.686,1,2008,64200,MAIN
0771.684.686,1,2008,46190,SECO
0771.684.686,1,2008,70220,SECO
0771.684.686,1,2008,73110,SECO
0771.689.735,1,2008,56101,MAIN
0771.689.735,1,2008,56102,SECO
0771.689.735,1,2008,56210,SECO
0771.689.735,1,2008,56290,SECO
0771.704.086,6,2008,94910,MAIN
0771.705.274,1,2008,71121,MAIN
0771.705.274,1,2008,82990,SECO
0771.762.781,1,2008,70220,MAIN
0771.762.781,1,2008,46772,SECO
0771.762.781,1,2008,46900,SECO
0771.812.073,1,2008,47521,MAIN
0771.812.073,1,2008,43299,SECO
0772.335.972,1,2008,90021,MAIN
0772.335.972,1,2008,90029,SECO
0772.335.972,1,2008,90032,SECO
0772.394.964,1,2008,94999,MAIN
0772.394.964,1,2008,94991,SECO
0772.675.670,6,2008,52290,MAIN
0772.675.670,1,2008,52290,MAIN
0772.675.670,1,2008,49410,SECO
0772.675.670,1,2008,50200,SECO
0772.675.670,1,2008,52210,SECO
0773.467.904,1,2008,70220,MAIN
0773.467.904,1,2008,64200,SECO
0773.601.031,1,2008,56101,MAIN
0773.601.031,1,2008,46190,SECO
0773.601.031,1,2008,55209,SECO
0773.601.031,1,2008,70220,SECO
0773.601.031,1,2008,82300,SECO
0773.601.031,1,2008,93299,SECO
0773.622.708,6,2008,56101,MAIN
0773.622.708,1,2008,56101,MAIN
0773.622.708,1,2008,56290,SECO
0773.622.708,1,2008,56301,SECO
0773.694.962,1,2008,43320,MAIN
0773.799.880,1,2008,13300,MAIN
0773.874.215,6,2008,63110,MAIN
0773.874.215,1,2008,63110,MAIN
0773.874.215,1,2008,63120,SECO
0773.932.613,6,2008,43211,MAIN
0773.932.613,1,2008,25110,MAIN
0773.932.613,1,2008,42220,SECO
0773.935.383,6,2008,41201,MAIN
0774.298.144,1,2008,94999,MAIN
0774.350.010,1,2008,71111,MAIN
0774.350.010,1,2008,71112,SECO
0774.350.010,1,2008,71113,SECO
0774.350.010,1,2008,74909,SECO
0774.354.166,1,2008,70220,MAIN
0774.462.450,1,2008,71121,MAIN
0774.645.661,6,2008,90012,MAIN
0774.645.661,1,2008,90011,MAIN
0774.645.661,1,2008,59201,SECO
0774.645.661,1,2008,90012,SECO
0774.645.661,1,2008,90021,SECO
0774.645.661,1,2008,90031,SECO
0774.645.661,1,2008,90032,SECO
0774.702.772,1,2008,82990,MAIN
0774.711.086,1,2008,64200,MAIN
0774.713.858,6,2008,81220,MAIN
0774.713.858,1,2008,81210,MAIN
0774.713.858,1,2008,43994,SECO
0774.713.858,1,2008,81300,SECO
0774.713.858,1,2008,82990,SECO
0774.713.858,1,2008,95240,SECO
0774.855.893,6,2008,59202,MAIN
0774.855.893,1,2008,59202,MAIN
0774.855.893,1,2008,59203,SECO
0774.866.187,1,2008,90011,MAIN
0774.866.187,1,2008,90029,SECO
0775.263.194,1,2008,52290,MAIN
0775.350.890,1,2008,10712,MAIN
0775.350.890,1,2008,56102,SECO
0775.616.453,1,2008,56301,MAIN
0775.616.453,1,2008,56101,SECO
0775.724.341,1,2008,90042,MAIN
0775.724.341,1,2008,70220,SECO
0775.724.341,1,2008,73200,SECO
0775.724.341,1,2008,82990,SECO
0775.724.341,1,2008,90021,SECO
0775.724.341,1,2008,90029,SECO
0775.793.330,1,2008,43221,MAIN
0775.793.330,1,2008,47910,SECO
0775.793.330,1,2008,81220,SECO
0775.873.108,1,2008,71112,MAIN
0775.873.108,1,2008,71122,SECO
0775.873.108,1,2008,74101,SECO
0775.873.108,1,2008,74102,SECO
0775.873.108,1,2008,74105,SECO
0775.873.108,1,2008,74109,SECO
0775.878.056,1,2008,70210,MAIN
0775.933.682,1,2008,90011,MAIN
0775.945.263,6,2008,56102,MAIN
0775.945.263,1,2008,56101,MAIN
0775.945.263,1,2008,46900,SECO
0775.945.263,1,2008,56210,SECO
0775.945.263,1,2008,73110,SECO
0775.945.263,1,2008,82990,SECO
0775.945.263,1,2008,90042,SECO
0776.476.288,1,2008,56301,MAIN
0776.576.258,1,2008,59113,MAIN
0776.576.258,1,2008,59111,SECO
0776.576.258,1,2008,59112,SECO
0776.658.610,6,2008,43211,MAIN
0776.658.610,1,2008,41201,MAIN
0776.658.610,1,2008,43390,SECO
0776.658.610,1,2008,43994,SECO
0776.658.610,1,2008,43995,SECO
0776.658.610,1,2008,52290,SECO
0776.658.610,1,2008,81210,SECO
0776.675.139,6,2008,42220,MAIN
0776.675.139,1,2008,33110,MAIN
0776.697.410,1,2008,47910,MAIN
0776.749.670,6,2008,47241,MAIN
0776.749.670,1,2008,47113,MAIN
0776.749.670,1,2008,10712,SECO
0776.749.670,1,2008,47221,SECO
0776.749.670,1,2008,56102,SECO
0776.789.163,1,2008,96021,MAIN
0776.909.028,6,2008,56102,MAIN
0776.909.028,1,2008,56102,MAIN
0776.919.520,1,2008,41101,MAIN
0776.919.520,1,2008,41201,SECO
0776.919.520,1,2008,68100,SECO
0777.270.995,1,2008,64200,MAIN
0777.562.490,1,2008,56301,MAIN
0777.562.490,1,2008,55100,SECO
0777.562.490,1,2008,55900,SECO
0777.562.490,1,2008,68201,SECO
0777.562.490,1,2008,68321,SECO
0777.746.394,6,2008,10712,MAIN
0777.746.394,1,2008,10712,MAIN
0777.746.394,1,2008,56102,SECO
0777.916.838,6,2008,47221,MAIN
0777.916.838,1,2008,10711,MAIN
0777.989.488,1,2008,62020,MAIN
0778.234.958,6,2008,42220,MAIN
0778.234.958,1,2008,56101,MAIN
0778.234.958,1,2008,43211,SECO
0778.234.958,1,2008,56102,SECO
0778.303.749,1,2008,73110,MAIN
0778.348.685,6,2008,56102,MAIN
0778.395.009,6,2008,56301,MAIN
0778.395.009,1,2008,56301,MAIN
0778.414.607,6,2008,62010,MAIN
0778.414.607,1,2008,62010,MAIN
0778.414.607,1,2008,61200,SECO
0778.414.607,1,2008,62020,SECO
0778.414.607,1,2008,62030,SECO
0778.414.607,1,2008,63110,SECO
0778.572.676,1,2008,86904,MAIN
0778.572.676,1,2008,85599,SECO
0778.572.676,1,2008,86909,SECO
0778.601.677,1,2008,69101,MAIN
0778.601.677,1,2008,69109,SECO
0778.603.756,6,2008,56210,MAIN
0778.603.756,1,2008,82990,MAIN
0778.603.756,1,2008,78100,SECO
0778.608.904,6,2008,69101,MAIN
0778.608.904,1,2008,69101,MAIN
0778.741.833,1,2008,43212,MAIN
0778.741.833,1,2008,42220,SECO
0778.741.833,1,2008,43211,SECO
0778.784.789,1,2008,52290,MAIN
0778.784.789,1,2008,46900,SECO
0778.801.419,1,2008,90012,MAIN
0778.801.419,1,2008,59201,SECO
0778.801.419,1,2008,59203,SECO
0778.801.419,1,2008,59209,SECO
0778.801.419,1,2008,90021,SECO
0778.801.419,1,2008,90022,SECO
0778.965.923,1,2008,90032,MAIN
0778.976.712,1,2008,82300,MAIN
0778.976.712,1,2008,81300,SECO
0778.976.712,1,2008,85599,SECO
0778.976.712,1,2008,90029,SECO
0778.993.736,1,2008,74103,MAIN
0778.993.736,1,2008,18130,SECO
0778.993.736,1,2008,59113,SECO
0778.993.736,1,2008,73110,SECO
0779.263.554,1,2008,41201,MAIN
0779.263.554,1,2008,43291,SECO
0779.263.554,1,2008,43299,SECO
